id,ingredient,quantity,unit
467864,鹽巴,少許,
467864,白胡椒粉,少許,
462213,小白菜,3.0,把
462213,雞絞肉,1.0,小盒
462213,醬油,2.0,大匙
462213,水,2.0,大匙
462213,鹽巴,少許,
462213,大蒜粉,少許,
462213,胡椒粉,少許,
462213,香油,1.0,大匙
447706,小白菜段,1.0,抓
447706,薑絲1,撮,
447706,蒜碎,1.0,顆份
447706,辣椒,1.0,根
447706,酒,5.0,cc
447706,味霖,3.0,cc
447706,醬油,3.0,cc
447706,昆布柴魚高湯,20.0,cc
447706,香油,少許,
447706,九層塔葉,5.0,片
449916,小白菜,550.0,克
449916,嫩薑絲,25.0,克
449916,油,1.5,小匙
449916,鹽,0.333,小匙
448828,雞腿肉,1.0,隻
448828,小白菜,1.0,把
448828,水,2.0,碗
448828,鹽,少許,
448828,米酒,少許,
446118,小白菜,2.0,把
446118,甜不辣條,0.5,杯
446118,雞粉,1.0,匙
446118,鹽巴,1.0,匙
446118,糖,0.5,小匙
453904,小白菜,4.0,棵
453904,炸腐竹,適量,
453904,食用油,1.0,大匙
453904,薑,3.0,片
453904,蒜片,3.0,瓣
453904,花椒,2.0,克
453904,乾辣椒,3.0,根
453904,鹽,適量,
453904,醬油,1.0,大匙
436784,小白菜,400.0,克
436784,薑,10.0,克
436784,塩,適量,
436784,水,150.0,ml
436784,油,1.0,匙
433844,小白菜,2.0,株
433844,豆皮,3.0,張
433844,薑,適量,
433844,蒜,適量,
433844,辣椒,適量,
433844,鹽,少量,
433844,味精,少量,
433844,米酒,適量,
422712,小白菜,1.0,把
422712,薑,3.0,片
437922,小白菜,3.0,株
437922,豬肉片,150~250,公克
437922,蒜頭🧄,2.0,顆
437922,辣椒🌶️,0.5,根
437922,薑,幾片,
437922,鹽巴一,小匙,
437922,提鮮調料一,小匙,
437922,醬油,2,瓶蓋
437922,米酒,2,瓶蓋
437922,胡椒粉,些許,
437922,蒜頭,2,顆
437922,辣椒,0.5,根
425372,小白菜,3.0,把
425372,鮮香菇,2.0,朵
425372,辣椒,2.0,條
425372,蒜頭,2.0,顆
425372,蔥,1.0,支
425372,米酒,1.0,小匙
425372,鹽,1.0,小匙
425372,白胡椒,1.0,小匙
434838,小白菜,10.0,克
434838,統一肉燥麵,85.0,克
434838,泰山玄米油,1.0,小匙
434838,統一肉燥麵調味包,1.0,包
428985,小白菜,3.0,顆
428985,鹽,少許,
428985,蔥末,適量,
428985,蒜末,適量,
428985,韓式大醬,0.5,茶匙
428985,韓式辣椒醬,0.5,茶匙
428985,砂糖,0.25,茶匙
428985,芝麻油,0.5,茶匙
428985,熟白芝麻,0.5,茶匙
416776,小白菜,0.5,把
416776,雞蛋,2.0,顆
416776,鹽,1.0,小匙
416776,白胡椒粉,0.5,小匙
435823,日正油蔥酥,20.0,克
435823,小白菜,50.0,克
435823,雞蛋,1.0,個
435823,水,1000.0,毫升
435823,泰山玄米油,0.5,小匙
435823,台鹽精製鹽,0.25,小匙
435823,康寶鮮味炒手,0.25,小匙
435823,小磨坊白胡椒粉,0.25,小匙
435823,福壽純芝麻油,0.5,小匙
415973,蘑菇,4.0,顆
415973,小白菜,0.5,包
415973,蒜,4.0,顆
415973,鹽,適量,
415973,味精,適量,
415973,香油,適量,
415973,米酒,適量,
415973,水,少量,
425292,小白菜,1,把
425292,蝦仁幾隻,,
425292,薑,1,塊
425292,蒜幾瓣,,
425292,鹽,少許,
479390,小白菜,1.0,包
479390,鹹鯖魚片,1.0,片
479390,紅辣椒,1.0,支
479390,薑,適量,
479390,鹽,0.5,小匙
479390,米酒,1.0,匙
479390,糖,適量,
428700,小白菜,1.0,把
428700,老薑,4.0,片
428700,純素豆腐乳,1.0,塊
428700,植物油,3~5,大匙
428700,鹽,少許,
428700,砂糖,少許,
428700,香菇粉,少許,
469925,米紙,1.0,張
469925,蚵仔,適量,
469925,小白菜,適量,
469925,雞蛋,1.0,顆
474024,鱸魚肉,0.5,尾
474024,米粉,1.0,球
474024,小白菜,2.0,小把
474024,蔥,1.0,支
474024,鹽巴,1.5,小匙
474024,米酒,適量,
474024,飲用水,6.0,分滿
411308,小白菜,500.0,g
411308,粗鹽30g/,1.0,大匙
411308,蔥,30.0,g
411308,韭菜,20.0,g
411308,胡蘿蔔,少許,
411308,熟白芝麻,1.0,茶匙
411308,薑,8.0,g
411308,蒜頭,15.0,g
411308,蘋果,60.0,g
411308,洋蔥,80.0,g
411308,蝦皮/金鉤蝦,3.0,g
411308,魚露,1.0,大匙
411308,韓式粗辣椒粉,40.0,g
411308,昆布高湯,40.0,ml
411308,麵粉,2.0,茶匙
411308,昆布高湯,200.0,ml
474764,鯛魚片,1.0,片
474764,小白菜,1.0,把
474764,牛蕃茄,1.0,顆
474764,蒜頭,1.0,瓣
474764,蔥花,1.0,把
474764,麵條,1.0,份
474764,辣豆瓣醬,2.0,大匙
474764,水,500.0,毫升
417460,全麥麵粉,6.0,大匙
417460,雞蛋,3.0,個
417460,小白菜,150~200,g
417460,鹽,0.333,小匙
417460,烹大師鰹魚粉,0.25,小匙
417460,橄欖油,1.0,大匙
472273,南瓜,250.0,克
472273,高麗菜,180.0,克
472273,小玉米,2.0,根
472273,蕃茄,2.0,顆
472273,豆腐,0.5,塊
472273,雪白菇,0.5,包
472273,小白菜,2.0,株
472273,鹽巴,2.0,匙
473712,蝦仁,4.0,隻
473712,雞蛋,1.0,顆
473712,越南米紙,1.0,張
473712,小白菜,適量,
473712,食用油,1.0,大匙
473712,番茄醬,1.0,大匙
473712,蒜蓉醬,1.0,大匙
474064,洋蔥,0.5,顆
474064,薑,數片,
474064,小卷圈,0.5,盒
474064,明蝦,5.0,隻
474064,竹夾魚片,5.0,片
474064,扇貝,5.0,個
474064,小白菜,1.0,把
406925,小白菜,1.0,把
406925,美白菇,1.0,包
406925,蒜末,1.0,顆
406925,薑絲,少許,
406925,鹽巴,少許,
406925,柴魚粉,少許,
468979,小白菜,1.0,包
468979,雞蛋豆腐,1.0,盒
468979,康寶雞湯塊,1~2,顆
408206,小白菜,1.0,把
408206,肉絲,150.0,g
408206,冬粉,2.0,把
408206,鰹魚高湯,1.0,大匙
408206,鹽,1.0,小匙
408206,水,1.0,杯
408206,米酒,1.0,大匙
408206,白胡椒粉,1.0,小匙
408206,鹽,0.5,小匙
408206,醬油,1.0,小匙
408206,太白粉,1.0,小匙
408206,油,1.0,大匙
478968,小黃瓜,2.0,條
478968,鹽,1.0,小匙
478968,糖,1.0,小匙
478968,紅辣椒或辣椒醬隨口味,適量,
479380,小黃瓜,2.0,條
479380,醋,3.0,大匙
479380,醬油,2.0,大匙
479380,糖,1.0,小匙
479380,芝麻油,1.0,大匙
479380,蒜頭,1.0,瓣
478269,皮蛋,4.0,個
478269,小黃瓜,3.0,根
478269,香菜,少許,
478269,醬油,2.0,匙
478269,白醋,2.0,匙
478269,白芝麻,0.5,匙
478269,蒜末,1.0,匙
478269,鹽,1.0,小把
478269,糖,0.5,匙
478269,香油,1.0,匙
478269,蠔油,1.0,匙
478038,臘腸,1.0,條
478038,肝腸,1.0,條
478038,小黃瓜,2.0,條
478038,蒜頭,5~6,瓣
478038,蠔油,1.0,大匙
478088,蒜頭,5.0,瓣
478088,紅蘿蔔,0.25,條
478088,小黃瓜,1.0,條
478088,蝦仁,140.0,克
478088,雞蛋,2.0,顆
478088,鹽巴,1.0,小匙
478088,白胡椒,1.0,小匙
479279,鳳梨,1.0,大顆
479279,小黃瓜,5.0,條
479279,砂糖,4.0,大匙
479279,蘋果醋,2.0,大匙
479279,檸檬汁,2.0,大匙
479279,食鹽,1.0,茶匙
476623,小黃瓜,1.0,條
476623,蛋,1.0,顆
476623,蛋餅皮,1.0,張
476623,鹽,1.0,小匙
476623,醬油膏,些許,
476623,油,少許,
476623,起士片,1.0,片
478615,小黃瓜,3.0,條
478615,蒜泥,1.0,大匙
478615,辣椒,1.0,根
478615,紅花椒油,1.0,大匙
478615,紅花椒鹽,1.0,小匙
478615,醬油,1.0,大匙
478615,蠔油,1.0,小匙
478615,醋,1.0,大匙
476349,小黃瓜,2.0,條
476349,皮蛋,3.0,顆
476349,李錦記 頭道零添加原釀醬油,1.5,大匙
476349,白醋,0.1,小匙
476349,麻油,1.0,小匙
476349,芝麻,1.0,茶匙
476349,辣椒,1.0,根
476349,香菜,2.0,株
458242,小黃瓜,3.0,條
458242,芋頭貢丸,5.0,顆
458242,蒜,1.0,瓣
458242,雞湯粉,1.0,匙
458242,油,適量,
479621,小黃瓜,2.0,根
479621,蟹肉棒,4.0,條
479621,鹽,1.0,小匙
479621,芝麻油,1.0,大匙
479621,白芝麻,1.0,大匙
477182,小黃瓜,600.0,g
477182,糖,2.0,大匙
477182,鹽,1.0,茶匙
477182,榛果伍仁辣椒醬,0.5,茶匙
477182,奧勒岡榛果油,1.0,大匙
479349,小黃瓜,2.0,條
479349,蒜末,適量,
479349,朝天椒,1.0,條
479349,白糖,2.0,茶匙
479349,工研醋,少許,
479349,雪碧,600.0,ml
468319,小黃瓜,2.0,條
468319,德國香腸,2.0,條
468319,雞粉,1.0,小匙
468319,糖,0.5,茶匙
479135,小黃瓜,2.0,條
463175,小黃瓜,2.0,條
463175,香菇,4.0,朵
463175,紅蘿蔔片,6.0,片
463175,雞粉,1.0,小匙
463175,蠔油,1.0,大匙
467978,小黃瓜,2.0,條
467978,百葉豆腐,0.5,塊
467978,蠔油,1.0,小匙
467978,雞粉,小匙,
475780,小黃瓜,10.0,條
475780,同榮鮪魚醬,1.0,罐
475780,鹽,1.0,茶匙
477592,小黃瓜,2.0,條
477592,皮蛋,2.0,顆
477592,香菜,1.0,把
477592,純香油,1.0,大匙
477592,醬油,2.0,匙
477592,醬油膏,2.0,匙
477592,糖,少許,
477592,鹽巴,少許,
477529,小黃瓜,3.0,條
477529,鹽,1.0,小匙
477529,砂糖,1.0,小匙
477529,韓式辣味萬用醬,1.0,大匙
477529,糖,1.0,大匙
477529,香油,1.0,大匙
477529,蒜末,1.0,小匙
477529,韓式辣椒粉,1.0,小匙
477529,白芝麻,酌量,
460559,麵腸,1.0,條
460559,小黃瓜,2.0,條
460559,紅蘿蔔片,5.0,片
460559,雞粉,1.0,小匙
460559,鹽,1.0,茶匙
475468,雞里肌肉,1.0,盒
475468,小黃瓜,2.0,條
475468,蒜片,1.0,瓣
475468,醬油,1.0,匙
475468,鹽,1.0,小匙
475468,黑胡椒粉,1.0,小匙
475468,太白粉,1.0,小匙
475468,米酒,1.0,小匙
475468,糖,1.0,小匙
473165,小黃瓜,3.0,條
473165,綠花椰,0.5,朵
473165,皮蛋,3.0,顆
473165,香菜,少許,
473165,雞粉,1.0,小匙
473165,鹽,2.0,茶匙
473165,油潑辣子,1.5,大匙
477003,小黃瓜,1.0,根
477003,無糖優格,2.0,大匙
477003,鮪魚,0.5,罐
477003,玉米,2.0,大匙
477003,蜂蜜,1.0,匙
477003,醬油,1.0,匙
477003,胡椒粉,適量,
477003,鹽,一點點,
478711,花生醬,1.0,大匙
478711,沙拉醬,0.5,大匙
478711,水,1.0,大匙
478711,水,,
478982,小黃瓜,3.0,條
478982,雪白菇,1.0,包
478982,秋葵,7.0,根
478982,紅蘿蔔,1,小塊
478982,醬油,2.0,大匙
478982,烏醋,1.0,大匙
478982,糖,1.0,小匙
478982,香蒜粒,1.0,小匙
478982,檸檬汁,少量,
478982,白芝麻,少量,
478982,香油,少許,
473439,小熱狗,1.0,包
473439,蒜頭,2.0,瓣
473439,小黃瓜,2.0,條
473439,紅蘿蔔,3.0,片
473439,蕃茄醬,1.0,大匙
473439,盬,1.0,小匙
476311,小黃瓜,3.0,根
476311,水,100.0,ml
476311,食用油,1.0,大匙
476311,里仁 薑香鮮味醬,1.0,大匙
466815,糖醋豬後腿肉丁,200.0,克
466815,小黃瓜,2.0,條
466815,蓮藕,1.0,節
466815,番茄醬,1.0,大匙
466815,糖醋醬,2.0,大匙
466815,砂糖,2.0,大匙
466817,肉絲,200.0,克
466817,小黃瓜,2.0,條
466817,雞粉,1.0,小匙
466817,鹽,0.5,小匙
466817,米酒,1.0,小匙
466817,鹽,0.5,小匙
466817,雞粉,1.0,茶匙
466817,香油,0.5,小匙
466817,太白,1.0,小匙
466817,咖喱粉,1.0,小匙
471817,小黃瓜,300.0,公克
471817,鹽,1.0,小匙
471817,蒜末,1.0,小匙
471817,米醋,1.0,大匙
471817,辣椒醬,1.0,大匙
477860,脆皮燒肉,0.5,條
477860,小黃瓜,2.0,根
477860,蒜瓣,4.0,瓣
477860,鹽,0.333,小匙
477860,天時野櫻莓果醋,1.5,大匙
468885,小黃瓜,300.0,克
468885,羅漢果糖,45.0,克
468885,味噌,60.0,克
468885,米酒,10.0,毫升
468885,鹽,5.0,克
461173,海帶結,100.0,克
461173,小黃瓜,1.0,條
461173,紅蘿蔔片,5.0,片
461173,蒜末,1.0,小匙
461173,鹽,1.0,茶匙
461173,雞粉,1.0,茶匙
461173,蠔油,1.0,小匙
478003,山藥,200.0,克
478003,醬油,1.0,小匙
476835,排骨,400.0,克
476835,山藥,250.0,克
476835,娃娃菜,1.0,包
476835,麵線,3.0,把
476835,去籽紅棗,3～5,顆
476835,枸杞,少許,
476835,薑片,5.0,片
476835,米酒,0.5,大匙
476835,鹽,適量,
476835,水,1300.0,毫升
474656,山藥,1.0,小段
474656,明太子醬,1.0,大匙
474656,沙拉醬,1.0,大匙
476698,豬軟骨,600.0,克
476698,洋蔥,1.0,顆
476698,薑,4.0,片
476698,蔥,1.0,根
476698,米酒,1.0,大匙
476698,紅蘿蔔,1.0,條
476698,山藥,50.0,克
476698,醬油,1.0,大匙
476698,糖,1.0,大匙
476492,山藥,1.0,根
476492,蓮子,4.0,大匙
476492,全聯排骨肉,1.0,盒
476492,鹽巴,6.0,小匙
472217,玉米雞,600.0,g
472217,山藥,600.0,g
472217,老薑,6.0,片
472217,鹽,1.0,茶匙
472217,雞粉,1.0,茶匙
472217,清水,3.0,ℓ
472217,蔘鬚1兩/,37.0,g
472217,黃耆,10.0,片
472217,甘草,2.0,片
472217,紅棗,8.0,顆
472217,枸杞,1.0,大匙
472217,米酒/黃酒,300.0,ml
471625,軟骨肉或排骨男生手掌大小,,
471625,山藥,2.0,個拳頭大小
471625,枸杞,1.0,小把
471625,紅棗,5.0,顆
471625,薑片,3.0,片
471625,熱水,適量,
471625,飲用水鍋子,7.0,分滿
471625,鹽,適量,
457590,白米與五穀米,1.5,杯
457590,山藥,100.0,g
457590,枸杞,1.0,小把
457590,雞腿肉,100.0,g
457590,鹽巴,1.0,小匙
457590,香菜幾小葉,,
472462,山藥,300.0,g
472462,蘋果,40.0,g
472462,紅棗,8.0,顆
472462,葡萄乾,20.0,g
474629,水,800~1000,毫升
474629,香菜,1.0,把
474629,紅棗,10.0,顆
474629,枸杞,1.0,小把
474629,薑片,5.0,片
474629,排骨,1.0,盒
474629,蘋果,2.0,顆
474629,玉米,2.0,根
474629,紅蘿蔔,1.0,條
474629,日本山藥,0.5,條
469737,雞腿塊,3.0,隻
469737,山藥,400.0,克
469214,山藥,200.0,克
469214,紅豆,1.0,杯
469214,黑糖,0.5,杯
477770,日本山藥,適量,
477770,白芝麻,些許,
477770,醃漬紫蘇3片~,5.0,片
477770,香菇調味露,1.0,匙
477770,芝麻油,1.0,小匙
472247,山藥,1.0,小塊
472247,秋葵,3~4,根
472247,白飯,1.0,碗
472247,鹽巴,少許,
472247,蜂蜜,12.0,克
472247,柚香檸檬沾淋醬,15.0,cc
470649,雞腿肉,450.0,g
470649,山藥,350.0,g
470649,高麗菜,450.0,g
470649,老薑,5.0,片
470649,紅棗,12.0,顆
470649,枸杞,1.0,大匙
470649,水,1200.0,cc
470649,一般食用油,1.0,大匙
470649,黑麻油,2.0,大匙
470649,鹽,1.0,茶匙
473914,山藥塊,200.0,克
473914,雞腿塊,2.0,隻
473914,蟲草菌菇,10.0,克
466584,蓮藕,1.0,份
466584,排骨,1.0,份
466584,山藥,1.0,份
466584,玉米,1.0,根
466584,紅蘿蔔,1.0,條
466584,蔥,3.0,株
466584,薑,4.0,片
466584,鹽巴,適量,
466586,山藥,300.0,克
466586,排骨,300.0,克
466586,甜玉米,1.0,支
466586,薑,15.0,克
466586,蔥,1.0,支
466586,枸杞,1.0,大匙
466586,鹽,0.5,小匙
466586,白胡椒粉,0.125,小匙
466586,香菜,適量,
463501,雞胸肉,1,個
463501,山藥,2.0,小段
463501,鹽,1.0,匙半
463501,胡椒,1.0,匙
463501,太白粉,1.0,匙
472272,日本山藥1節,10.0,公分長
472272,百香果,1.0,顆
472272,蜂蜜,2.0,小匙
472272,鹽,0.2,茶匙
472272,萊姆汁,1.0,小匙
472272,醋,1.0,茶匙
472272,開水,300.0,毫升
468919,蘋果,0.5,顆
468919,山藥,100.0,克
468919,去骨雞腿排,1.0,片
468919,藥膳包,1.0,包
468919,菇類,100.0,克
468919,青菜,1.0,把
468919,薑片,5.0,片
468919,米酒,1.0,小匙
468919,水,2000.0,毫升
464300,白木耳,0.25,片
464300,山藥,100.0,克
464300,蓮子,30.0,克
464300,紅棗乾,20.0,克
464300,枸杞,15.0,克
464300,水,1000.0,毫升
463854,帶骨雞肉,400.0,克
463854,日本山藥,400.0,克
463854,馬告顆粒,10.0,克
463854,薑,3.0,片
463854,米酒,2.0,大匙
463854,鹽,適量,
463854,水,1500.0,c.c.
466020,紫山藥,270.0,克
466020,低筋麵粉,110.0,克
466020,黑糖,30.0,克
466020,過濾水,100.0,克
465710,山藥,0.5,根
465710,雞肉絲,適量,
465710,白米,0.5,米杯
465710,水,2.5,杯
457777,潤餅皮,2.0,張
457777,純旗魚漿,適量,
457777,豬絞肉,隨意,
457777,山藥,0.5,條
457777,蔥,隨意,
457777,薑末,適量,
457777,胡椒粉,隨意,
457777,五香粉,一點點,
457777,鹽,一點點,
466120,山藥,1.0,小截
466120,全聯絞肉,1.0,盒
466120,薑末,少許,
466120,鹽,1.0,小匙
466120,醬油,1.0,小匙
466120,米酒,1.0,小匙
466120,蠔油,1.0,大匙
466120,太白粉,2.0,小匙
466120,白胡椒粉,少許,
456570,山藥1斤約,500.0,克
456570,豬肉片,300.0,克
456570,蔥,2.0,株
456570,素蠔油,1.0,大匙
456570,米酒,1.0,大匙
456570,白胡椒粉,少許,
456570,鹽,少許,
456570,紹興酒,1.0,茶匙
456570,鹽,0.5,茶匙
456570,香油,少許,
456487,絲瓜,1.0,條
456487,山藥,1.0,塊
456487,紅蘿蔔,3.0,片
456487,嫩薑,3.0,片
456487,鹽巴,適量,
456487,橄欖油,適量,
456487,白胡椒粉,適量,
459048,排骨,2.0,盒
459048,鹽,0.8,小匙
459048,紅蘿蔔,1.5,根
459048,山藥,1.0,根
459048,蒜頭,3.0,顆
459048,蘋果,1.5,顆
451043,紫山藥,300.0,g
455280,豬絞肉,0.5,斤
455280,山藥泥,4,兩
455280,紅蘿蔔碎,些許,
455280,芹菜粒,少許,
455280,鹽,適量,
455280,米酒,適量,
455280,蛋白,1.0,顆
455280,白胡椒粉,適量,
469254,娃娃菜,3.0,把
469254,紅蘿蔔,0.25,條
469254,小白菜,3.0,把
469254,香菇,2.0,朵
469254,山藥豆腐丸子,1.0,份
469254,烏龍麵,1.0,把
469254,赤味噌,1.5,匙
469254,油,1.0,匙
469254,鹽,1.5,匙
469254,水,0.333,鍋
451391,仿土雞腿,2.0,隻
451391,華盛頓富士蘋果,1.0,顆
451391,塊狀山藥,600.0,克
451391,黃耆,10.0,克
451391,當歸,20.0,克
451391,紅棗,20.0,顆
451391,鹽,0.5,小匙
451391,白胡椒粉,0.333,小匙
451391,米酒,50.0,毫升
473407,山蘇,1,盒
473407,蔭樹子,2.0,茶匙
473407,小魚乾,適量,
473407,蒜頭,3.0,瓣
473407,米酒,適量,
451307,山蘇,300.0,克
451307,肉絲,200.0,克
451307,蒜末,1.0,大匙
451307,米酒,1.0,小匙
451307,醬油,1.0,小匙
451307,香油,1.0,小匙
451307,雞粉,1.0,小匙
451307,鹽巴,1.0,小匙
451307,糖,0.5,茶匙
472766,山蘇,40.0,g
472766,蒜碎,1.0,顆份
472766,辣椒,1.0,根
472766,酒,3.0,cc
472766,味霖,3.0,cc
472766,醬油,0.5,小匙
472766,蕃茄膏,0.5,小匙
472766,胡椒粉,少許,
472766,昆布柴魚高湯,30.0,cc
471731,山蘇,2.0,把
471731,Xo干貝醬,2.0,大匙
471731,蒜頭,4.0,顆
462767,山蘇,60.0,g
462767,蔭瓜,8.0,g
462767,蒜碎,1.0,顆份
462767,辣椒,1.0,根
462767,酒,5.0,cc
462767,味霖,3.0,cc
462767,胡椒粉,少許,
462767,昆布柴魚高湯,15.0,cc
461585,山蘇,300.0,g
461585,小魚乾,適量,
461585,紅花椒油,1.0,大匙
461585,乾香麻辣子,1.0,大匙
461585,甘樹子,1.0,大匙
461585,鹽巴,適量,
446554,山蘇,2.0,包
446554,香菇,3.0,朵
446554,蒜末,1.0,小匙
446554,米酒,1.0,小匙
446554,雞粉,1.0,小匙
446554,鹽,0.5,小匙
446554,糖,0.5,小匙
451864,山蘇,1.0,盒
451864,吻仔魚,適量,
451864,蒜,3.0,個
451864,鹽,少量,
451864,味精,適量,
385524,山蘇,1.0,大把
385524,小魚乾,些許,
385524,薑母,4.0,片
385524,蒜頭,1.0,瓣
385524,朝天椒,1.0,支
385524,味噌,0.5,湯匙
385524,沙拉油,0.5,湯匙
385524,麻油,0.5,湯匙
400285,山蘇,2,把
400285,福菜,適量,
390400,山蘇,1.0,小把
390400,鮮蚵,1.0,包
390400,豆鼓,20.0,克
390400,蒜末,1.0,小匙
390400,沙拉油,適量,
390400,辣椒,10.0,克
390400,鹽,1.0,小匙
390400,味精,0.5,小匙
390400,糖,0.5,小匙
378770,山蘇,1,把
378770,干貝醬ㄧ匙,,
378770,鹽,,
378770,乾辣椒,2,根
378770,太白粉加水ㄧ小碗,,
362026,山蘇,3.0,把
362026,蒜頭,3.0,顆
362026,朝天椒,1.0,條
362026,豆鼓,適量,
362026,四季醬油,少許,
362026,糖,少許,
362026,鹽,少許,
334301,山蘇,1,把
334301,蔥段,3.0,根
334301,XO醬兩,大匙,
334301,米酒,少許,
334301,辣椒圈,少許,
332324,山蘇,1.0,把
332324,小魚干,適量,
332324,蒜末,適量,
332324,鹽巴,少許,
435958,牛腱,1000.0,克
435958,麵條,6.0,包
435958,香菇,5.0,朵
435958,鴻禧菇,1.0,包
435958,山蘇,1.0,把
435958,紅蘿蔔,1.0,根
435958,白蘿蔔,0.3,根
435958,白胡椒粒,2.0,大匙
435958,花椒粒,2.0,大匙
435958,老薑,10.0,片
435958,嫩薑,1.0,小塊
435958,月桂葉,2.0,片
435958,八角,2.0,顆
435958,米酒,1.0,大匙
435958,紹興酒,60.0,毫升
435958,西洋芹,2.0,根
435958,辣椒,2.0,根
435958,洋蔥,1.0,顆
435958,牛番茄,1.0,顆
435958,雞骨,200.0,克
435958,鹽,1.0,茶匙
435958,糖,1.0,小匙
314603,章魚腳,1.0,支
314603,山蘇,1,把
314603,蒜頭,適量,
314603,不辣的辣椒,1,支
314603,塩,適量,
314603,烹大師干貝風味,少許,
314603,酒,少許,
299992,山蘇,1.0,盒
299992,豬肉1盒約,150.0,g
299992,蒜頭,1.0,瓣
299992,鹽麴,10.0,g
299992,醬油,10.0,g
311804,三蘇,200.0,g
311804,小魚乾豆豉,1.0,小匙
311804,蒜末,2.0,粒
311804,小磨坊萬用胡椒鹽,適量,
311804,小磨坊蒜風味油,適量,
311804,麻油,1,大匙
402491,猴頭菇真空包,1.0,包
402491,花菇,3~5,朵
402491,豆漿,2000.0,cc
402491,豆花粉,1.0,包​
402491,娃娃菜,5.0,小顆​
402491,糖,20.0,克 ​
402491,花片,,
402491,芹菜,,
402491,山蘇適量​,,
402491,酥漿粉,,
402491,地瓜粉,,
402491,太白粉適量​,,
402491,醬油,,
402491,胡椒粉,少許,
402491,五香粉,,
402491,鹽巴,,
402491,香菇粉,,
402491,水,,
402491,油,,
271682,火鍋肉片,1.0,包
271682,山蘇,1.0,包
271682,辣椒,少許,
271682,蒜頭,少許,
271682,香油,適量,
271682,醬油,適量,
271682,醬油膏,適量,
271682,砂糖,適量,
271682,白醋,適量,
258575,山蘇ㄧ把,,
258575,蒜,3.0,個
258575,小魚花生,適量,
258575,鹽,少許,
258575,烹大師ㄧ匙,,
479142,里肌肉,250.0,克
479142,櫛瓜,1.0,條
479142,蒜瓣,4.0,瓣
479142,油,2.0,小匙
479142,黑胡椒粒,0.25,小匙
479142,白胡椒粉,0.25,小匙
479142,五香粉,0.25,小匙
479142,蠔油,2.0,小匙
479142,雞蛋,1.0,顆
479194,櫛瓜,1.0,條
479194,煎餅粉,1.0,碗
474077,草蝦,6.0,尾
474077,蘑菇,100.0,公克
474077,櫛瓜,300.0,公克
474077,蒜頭,15.0,公克
474077,鹽,0.25,小匙
474077,黑胡椒粗粒,少許,
478569,櫛瓜,1.0,條
478569,海鹽,適量,
478569,橄欖油,少許,
479657,鮭魚排挑刺切丁,250.0,公克
479657,櫛瓜切丁,1.0,條
479657,隔夜飯,300.0,公克
479657,蔥切末,1.0,根
479657,雞蛋,2.0,顆
479657,蒜頭切末,5.0,瓣
479657,鹽巴,0.25,大湯匙
479657,白胡椒粉,0.125,大湯匙
479657,白胡椒粉,0.125,大湯匙
479657,糖,0.125,大湯匙
479657,鹽巴,0.25,大湯匙
477885,節瓜,2.0,條
477885,蝦仁,6.0,尾
477885,香蒜粉,小匙,
477885,橄欖油,1.0,茶匙
477863,櫛瓜,1.0,條
477863,番茄,1.0,顆
477863,水煮蛋,1.0,顆
477863,好市多胡椒鹽,適量,
477863,美乃滋&優格,適量,
478228,櫛瓜,1.0,根
478228,蛋,1.0,顆
478228,中筋麵粉,適量,
478228,醬油,1.0,大匙
478228,水,1.0,大匙
478228,白醋,0.5,大匙
478228,糖,1.0,小匙
478228,香油,1.0,小匙
478228,白芝麻,少許,
479255,櫛瓜,2.0,條
479255,蝦仁,12.0,隻
479255,蒜頭,適量,
479255,鹽,少許,
479459,櫛瓜,1.0,條
479459,鹹豬肉,250.0,克
479459,紅蘿蔔,0.5,根
479459,洋蔥,0.5,顆
479459,蒜頭,6.0,瓣
479459,辣椒,1.0,根
479459,蒜苗,1.0,支
479459,青蔥,1.0,支
479459,水,適量,
477265,李錦記 頭道零添加原釀醬油,30.0,克
477265,家常豆腐,1.0,盒
477265,櫛瓜,1.0,條
477265,紅辣椒,2.0,根
477265,蜂蜜,15.0,克
477265,白醋,15.0,克
477265,太白粉,適量,
477265,水,60.0,克
479428,櫛瓜,1.0,條
479428,起司片,2.0,片
479428,安食小品黑豆醬油,隨意,
479391,去骨雞腿肉切塊,2.0,片
479391,櫛瓜切塊,2.0,條
479391,蔥切末,1.0,根
479391,洋蔥切絲,0.125,顆
479391,蒜頭切末,5.0,瓣
479391,花生,1.0,大湯匙
479391,辣椒,隨意,
479391,白胡椒粉,0.25,大湯匙
479391,鹽巴,0.25,大湯匙
479391,低筋麵粉,1.0,大湯匙
479391,白胡椒粉,0.25,大湯匙
479391,鹽巴,0.125,大湯匙
479391,花椒粉,0.25,大湯匙
479165,雞里肌肉,250.0,公克
479165,櫛瓜1條,230.0,公克
479165,蒜頭,2.0,瓣
479165,青蔥,1.0,支
479165,穀卡卡辣辣堅果,1.0,把
479165,鹽,0.5,小匙
479165,米酒,1.0,大匙
479165,醬油,1.0,大匙
479165,太白粉,1.0,大匙
473780,板豆腐,1.0,盒
473780,節瓜,1.0,條
473780,金沙風味調味粉,1.0,包
478838,蒜末,2.0,瓣
478838,雞蛋,2.0,顆
478838,櫛瓜切丁,0.5,條
478838,鹽,適量,
478838,黑胡椒,適量,
475878,生菜,200.0,克
475878,綜合水果,100.0,克
475878,櫛瓜,1.0,條
