id,預覽食材,詳細食材
475254,鯷魚醬,鯷魚醬1小匙
475254,水,水100毫升
475254,黑胡椒,黑胡椒1/2小匙
475254,鹽,鹽一點點
475254,檸檬汁,檸檬汁1小匙
475254,胡椒,胡椒一點點
475254,新鮮巴西里,新鮮巴西里1小株
472707,高麗菜,高麗菜1/2顆
472707,櫛瓜,櫛瓜1條
472707,蒜瓣,蒜瓣3瓣
472707,鹽,鹽1/3 小匙
472707,黑胡椒粒,黑胡椒粒1/3 小匙
472707,油,油2小匙
470880,櫛瓜,櫛瓜0.5根
470880,雞蛋,雞蛋2顆
470880,調味料,調味料適量
470880,奶油,奶油1小塊
475809,櫛瓜,櫛瓜1根
475809,蝦子,蝦子10隻
475809,雞蛋,雞蛋1顆
475809,低筋麵粉,低筋麵粉30g
475087,去骨雞腿肉切塊,去骨雞腿肉切塊2片
475087,櫛瓜切塊,櫛瓜切塊2條
475087,蔥切末,蔥切末1根
475087,鹹蛋黃搗碎,鹹蛋黃搗碎2顆
475087,蒜頭切末,蒜頭切末5瓣
475087,鹽巴,鹽巴1/4大湯匙
475087,鹹蛋白切碎,鹹蛋白切碎1顆
475087,辣椒切段,辣椒切段1條
475087,黑胡椒粉,黑胡椒粉1/4大湯匙
475087,低筋麵粉,低筋麵粉1大湯匙
475087,糖,糖1/4大湯匙
475087,白胡椒粉,白胡椒粉1/8大湯匙
473230,雞胸肉,雞胸肉2片
473230,櫛瓜,櫛瓜1條
473230,泡菜,泡菜1小碗
476481,金御園蔥抓餅,金御園蔥抓餅1片
476481,櫛瓜,櫛瓜1條
476481,起士絲,起士絲適量
476481,鮮奶油,鮮奶油適量
475970,櫛瓜,櫛瓜1條
475970,水煮鮪魚罐頭,水煮鮪魚罐頭1罐
475970,蒜頭,蒜頭5瓣
475970,醬油,醬油1大匙
475970,麻油,麻油1大匙
475970,砂糖,砂糖1小匙
475970,黑胡椒鹽或白胡椒粉,黑胡椒鹽或白胡椒粉適量
475970,辣椒,辣椒看個人
475970,白芝麻,白芝麻適量
474219,雞胸肉切塊,雞胸肉切塊300公克
474219,櫛瓜切片,櫛瓜切片2條
474219,蒜頭切末,蒜頭切末5瓣
474219,白芝麻,白芝麻1/4大湯匙
474219,鹽巴,鹽巴1/4大湯匙
474219,白胡椒粉,白胡椒粉1/4大湯匙
474219,番茄醬,番茄醬3大湯匙
474219,低筋麵粉,低筋麵粉1大湯匙
474219,糖,糖1大湯匙
474219,食用油,食用油1大湯匙
474219,白醋,白醋1大湯匙
474219,清水,清水2大湯匙
477527,櫛瓜,櫛瓜1條
477527,雞蛋1顆,雞蛋1顆1顆
477527,越光米,越光米1杯
477527,紅蘿蔔丁,紅蘿蔔丁些許
477527,壽司醋,壽司醋2大匙
477527,胡椒鹽,胡椒鹽一點點
477527,醃漬紫蘇,醃漬紫蘇2片切碎
477527,白芝麻,白芝麻1小匙
477527,香菇調味露,香菇調味露1小匙
477029,義大利麵,義大利麵1人份
477029,無調味綜合堅果,無調味綜合堅果1大匙
477029,櫛瓜,櫛瓜1條
477029,大蒜,大蒜2瓣
477029,九層塔或羅勒,九層塔或羅勒20片
477029,新鮮薄荷,新鮮薄荷20片
477029,Pecorino羅馬綿羊乳酪,Pecorino羅馬綿羊乳酪20克
477029,橄欖油,橄欖油1大匙
477029,鹽,鹽0.5小匙
477029,胡椒,胡椒0.5小匙
470473,牛小排火鍋肉片,牛小排火鍋肉片160克
470473,櫛瓜,櫛瓜一條
470473,醬油,醬油1大匙
470473,日式醬油,日式醬油1大匙
470473,味醂,味醂1大匙
470473,細砂糖,細砂糖0.5小匙
470473,烹大師干貝風味調味粉,烹大師干貝風味調味粉0.5小匙
470473,水,水50ml
476646,李錦記 頭道零添加原釀醬油,李錦記 頭道零添加原釀醬油1匙
476646,櫛瓜,櫛瓜0.5根
476646,花枝漿,花枝漿適量
476646,豆包,豆包1片
476336,李錦記 頭道零添加原釀醬油,李錦記 頭道零添加原釀醬油1匙
476336,櫛瓜,櫛瓜1條
476336,紅蘿蔔,紅蘿蔔1/4條
476336,乾香菇,乾香菇3朵
476336,黑蠔菇,黑蠔菇2朵
476336,韭菜,韭菜1小把
476336,雞蛋,雞蛋2顆
476336,蒜末,蒜末1小匙
477615,雞蛋,雞蛋2顆
477615,麻油薑泥,麻油薑泥2大匙
477615,福井縣越光米飯,福井縣越光米飯1.5碗
477615,櫛瓜,櫛瓜1根
477615,香菇調味露,香菇調味露1大匙
477615,白芝麻,白芝麻1小匙
477615,玄米油,玄米油1大匙
478654,杏鮑菇切塊,杏鮑菇切塊250公克
478654,櫛瓜切塊,櫛瓜切塊1條
478654,蒜頭切末,蒜頭切末10瓣
478654,洋蔥切絲,洋蔥切絲1/4顆
478654,鹽巴,鹽巴1/4大湯匙
478654,辣椒,辣椒隨意
478654,黑胡椒粉,黑胡椒粉1/4大湯匙
478654,無鹽奶油,無鹽奶油15公克
478654,義大利綜合香料,義大利綜合香料1/4大湯匙
478654,糖,糖1/8大湯匙
477997,綠櫛瓜,綠櫛瓜3條
477997,洋蔥,洋蔥1/2個
477997,椰子油,椰子油1大匙
477997,大蒜碎,大蒜碎3瓣
477997,鹽,鹽適量
477997,蔬菜高湯,蔬菜高湯750c.c.
477997,現磨黑胡椒,現磨黑胡椒適量
477997,椰奶,椰奶100c.c.
477997,巴西里葉,巴西里葉適量
474107,櫛瓜,櫛瓜2條
474107,板豆腐,板豆腐1盒
474107,素蠔油,素蠔油1大匙
474107,乾香菇,乾香菇3~5朵
474107,鹽,鹽1小匙
474107,米紙,米紙7張
474107,香油,香油適量
474107,薑末,薑末20g
474107,蔥,蔥2根
466814,水蓮,水蓮1包
466814,雞蛋,雞蛋3顆
466814,雞粉,雞粉1茶匙
466814,鹽,鹽0.5茶匙
477968,火鍋豬肉片,火鍋豬肉片隨喜
477968,水蓮,水蓮隨喜
477968,蒜末,蒜末30克
477968,薑片,薑片2片
477968,小辣椒,小辣椒1條
477968,青蔥,青蔥1支
477968,蔥綠,蔥綠適量
477968,鹽,鹽1小匙
477968,特砂糖,特砂糖1大匙
477968,芝麻油,芝麻油1小匙
477968,醬油,醬油1大匙
477968,烏醋,烏醋1.5大匙
477968,醬油膏,醬油膏3大匙
477968,開水,開水3大匙
471966,水蓮,水蓮1包
471966,百葉豆腐,百葉豆腐0.5塊
471966,雞粉,雞粉1小匙
471966,鹽,鹽1茶匙
478492,水蓮,水蓮1把
478492,杏鮑菇,杏鮑菇2.3根
478492,鹹蛋,鹹蛋1顆
478492,辣椒,辣椒0.5根
478492,蔥,蔥少許
474034,肉片,肉片1盒
474034,水蓮,水蓮1包
474034,醬油,醬油1大匙
474034,米酒,米酒1匙
474034,蒜頭,蒜頭4顆
474034,糖,糖1小匙
474034,白胡椒粉,白胡椒粉1小匙
474034,香油,香油1小匙
474034,油膏,油膏1小匙
474034,薑片,薑片4片
470289,水蓮,水蓮1把
470289,生豆皮,生豆皮3片
470289,X0醬,X0醬1大匙
470289,薑絲,薑絲20克
470289,米酒,米酒1大匙
470289,鹽,鹽1小匙
470289,水,水蓮1把
470289,香油,香油1大匙
470289,糖,糖1小匙
466871,水蓮,水蓮1把
466871,雞腿肉,雞腿肉2片
466871,胡椒粉,胡椒粉適量
466871,米酒,米酒少許
466871,鹽巴,鹽巴少許
470244,韓式雜菜冬粉,韓式雜菜冬粉1份
470244,水蓮,水蓮1袋2包
470244,小玉米筍,小玉米筍1盒
470244,蝦仁,蝦仁適量
470244,雞蛋,雞蛋3顆
470244,蒜頭,蒜頭適量
470244,炒麵醬,炒麵醬適量
468605,水蓮,水蓮1包
468605,皮蛋,皮蛋2顆
468605,醬油,醬油1大匙
468605,蒜頭,蒜頭5瓣
468605,糖,糖適量
468605,麵粉,麵粉1大匙
468605,辣椒醬,辣椒醬適量
468605,鹽,鹽適量
468092,水蓮,水蓮1包
468092,玉米筍,玉米筍1盒
468092,蒜頭,蒜頭2瓣
468092,鹽,鹽小匙
468092,水,水蓮1包
463135,水蓮,水蓮1包
463135,嫩薑一小段,嫩薑一小段1小段
463135,蒜頭,蒜頭2顆
465967,水蓮,水蓮1包
465967,美白菇,美白菇0.5包
465967,大辣椒,大辣椒0.5根
465967,牛蒡粉,牛蒡粉適量
450968,水蓮,水蓮1包
450968,鹹豬肉,鹹豬肉250克
450968,蒜末,蒜末1大匙
459460,雞肉絲,雞肉絲200克
459460,水蓮,水蓮1包
459460,雞粉,雞粉1小匙
459460,鴻禧菇,鴻禧菇1包
459460,鹽,鹽1小匙
459460,蒜末,蒜末1小匙
461708,水蓮段切,水蓮段切1抓
461708,昆布柴魚高湯,昆布柴魚高湯150cc
461708,赤味噌,赤味噌1小匙
465023,水蓮,水蓮1包
465023,秀珍菇,秀珍菇適量
465023,胡椒鹽,胡椒鹽適量
465023,蒜瓣,蒜瓣3~4瓣
461995,水蓮,水蓮1把
461995,豆芽菜,豆芽菜300g
461995,苦茶油,苦茶油3大匙
461995,乾香菇,乾香菇3～4朵
461995,鹽,鹽1／4小匙
461995,薑絲,薑絲適量
461995,米酒,米酒1大匙
459864,水蓮,水蓮1包
459864,胡麻醬,胡麻醬適量
459864,白芝麻,白芝麻些許
460938,水蓮,水蓮1把
460938,嫩薑,嫩薑15g
460938,破布子,破布子50公克
460938,蒜頭,蒜頭3粒
460938,鹽巴,鹽巴少許
460938,辣椒,辣椒1條
460938,砂糖,砂糖1小匙
460938,香菇,香菇3片
460938,米酒,米酒1大匙
460938,醬油,醬油少許
460938,香油,香油1大匙
460938,白胡椒,白胡椒少許
456160,水蓮,水蓮180克
456160,雞胸肉,雞胸肉300克
456160,米酒,米酒1大匙
456160,薑,薑3公分
456160,鹽,鹽1小匙
456160,蒜泥,蒜泥1大匙
456160,蔥,蔥2支
456160,胡椒粉,胡椒粉1/2小匙
456160,芝麻醬,芝麻醬1大匙
456160,醬油,醬油1大匙
456160,味醂,味醂1大匙
456160,香油,香油1大匙
456160,花椒粉,花椒粉1/4小匙
450682,水蓮,水蓮1包
450682,金針菇,金針菇1包
450682,雞粉,雞粉1小匙
450682,肉絲,肉絲200克
450682,糖,糖1茶匙
450682,蒜末,蒜末1大匙
450682,鹽巴,鹽巴1茶匙
450682,香油,香油1大匙
462397,去頭尾豆芽菜,去頭尾豆芽菜1台斤
462397,水蓮,水蓮1包
462397,干貝辣醬,干貝辣醬2大匙
445833,水蓮段,水蓮段200克
445833,肉絲,肉絲100克
445833,醬油,醬油1茶匙
445833,乾香菇,乾香菇2朵
445833,料酒,料酒1小匙
445833,鹽,鹽1茶匙
445833,蒜末,蒜末3顆
445833,太白粉,太白粉1茶匙
445833,雞粉,雞粉1茶匙
445833,辣椒末,辣椒末1根
445833,香菇水,香菇水1大匙
458983,水蓮,水蓮1把
458983,蘑菇,蘑菇4朵
458983,木耳,木耳4片
458983,松阪豬,松阪豬1份
458983,鹽巴,鹽巴2茶匙
458983,白芝麻,白芝麻適量
458983,蒜片,蒜片3瓣
458983,香油,香油1匙
449995,水蓮,水蓮1包
449995,豆乾,豆乾4片
449995,蒜頭,蒜頭3瓣
449995,辣椒,辣椒適量
449995,油,油2大匙
449995,醬油,醬油1大匙
449995,米酒,米酒適量
449995,鹽巴,鹽巴適量
449995,香油,香油適量
449826,水蓮,水蓮1把
449826,肉絲,肉絲1小盒
449826,醬油,醬油1大匙
449826,蒜頭,蒜頭3~4瓣
449826,米酒,米酒1大匙
449826,鹽巴,鹽巴約1/2茶匙
449826,紅辣椒,紅辣椒半條
449826,白胡椒粉,白胡椒粉適量
449826,砂糖,砂糖約1/4茶匙
449826,太白粉,太白粉1茶匙
449826,清水,清水 適量
454573,松阪豬,松阪豬1盒
454573,水蓮,水蓮1包
454573,樹子,樹子15顆
454573,樹子汁,樹子汁1大匙
454573,白胡椒粉,白胡椒粉少許
454573,薑絲,薑絲適量
440136,水蓮,水蓮150克
440136,鮮香菇,鮮香菇3~4朵
440136,烹大師,烹大師1匙
440136,蒜頭,蒜頭3瓣
440136,辣椒,辣椒1支
450854,杏鮑菇,杏鮑菇3根
450854,薑,薑1小塊
450854,水蓮,水蓮1包
450854,枸杞,枸杞1小把
450854,食用油,食用油1小匙
450854,鹽巴,鹽巴1小匙
440468,水蓮,水蓮1把
440468,蒜頭,蒜頭2瓣
440468,辣椒,辣椒1/2條
440468,樹子粒,樹子粒1大匙
440468,樹子湯汁,樹子湯汁1大匙
440468,水,水蓮1把
443420,水蓮菜一包,水蓮菜一包150g
443420,雙菇一包,雙菇一包150g
443420,S&B生蒜泥醬,S&B生蒜泥醬1小匙
443420,S&B芝麻鹽,S&B芝麻鹽1小匙
443420,白胡椒粉,白胡椒粉1小撮
443420,米酒,米酒30g
443420,水,水蓮菜一包150g
432022,水蓮,水蓮1包
432022,雞蛋,雞蛋2顆
432022,鹽,鹽適量
432022,鮮味炒手,鮮味炒手適量
443683,水蓮,水蓮1包
443683,金針菇,金針菇1包
443683,雞粉,雞粉1匙
443683,大黑豆乾,大黑豆乾1片
443683,鹽巴,鹽巴少許
444347,水蓮,水蓮1把
444347,雪白菇,雪白菇1/2包
444347,蒜頭,蒜頭1瓣
444347,紅蘿蔔切絲,紅蘿蔔切絲3片
444347,油,油1湯匙
444347,鹽,鹽1小匙
444347,米酒,米酒少許
458937,油菜,油菜1把
458937,蒜頭,蒜頭1瓣
458937,油,油菜1把
458937,鹽,鹽1小匙
466616,冬粉,冬粉2球
466616,豬絞肉,豬絞肉半飯碗
466616,紅蘿蔔,紅蘿蔔1小塊
466616,油菜,油菜5支
466616,亁香菇,亁香菇5朵
466616,蒜頭,蒜頭5顆
472221,油菜/青江菜,油菜/青江菜2把
472221,胡蘿蔔,胡蘿蔔60g
472221,乾辣椒,乾辣椒6條
472221,蒜末,蒜末2大匙
472221,蒸魚豉油,蒸魚豉油2大匙
472221,香油/花椒油,香油/花椒油1大匙
472221,植物油,植物油3大匙
472221,鹽,鹽少許
472221,砂糖,砂糖少許
472221,味精,味精少許
470221,蕓薹菜,蕓薹菜30g
470221,味噌,味噌1大匙
470221,昆布柴魚高湯,昆布柴魚高湯300cc
455493,油菜,油菜250克
455493,紅蘿蔔,紅蘿蔔50克
455493,雞蛋,雞蛋4個
455493,鹽,鹽1小匙
455493,黑胡椒,黑胡椒1小匙
455493,香油,香油1大匙
453363,油菜,油菜250公克
453363,沙拉油,沙拉油2匙
453363,鹽,鹽1/4匙
453363,生薑,生薑2片
453363,牛頭牌沙茶醬,牛頭牌沙茶醬2匙
453363,紅辣椒,紅辣椒1根
457054,梅花豬火鍋肉片,梅花豬火鍋肉片200克
457054,油菜,油菜200克
457054,李錦記舊庄特級蠔油,李錦記舊庄特級蠔油2小匙
457054,蒜頭,蒜頭3瓣
457054,白胡椒粉,白胡椒粉1/3茶匙
457054,鹽巴,鹽巴1/3茶匙
457054,水,水100cc
457054,紅蘿蔔,紅蘿蔔50克
464552,油菜,油菜1把
464552,蒜末,蒜末3瓣
464552,松阪豬,松阪豬1片
454126,油菜,油菜1把
454126,櫻花蝦,櫻花蝦1把
454126,蒜末,蒜末2瓣
454126,鹽巴,鹽巴些許
452726,鱸魚排,鱸魚排2片
452726,油菜,油菜1把
452726,老薑片,老薑片4片
452726,酪梨油,酪梨油2小匙
452726,鹽,鹽1/2小匙
463585,油菜,油菜1把
463585,蒜末,蒜末5克
463585,雪白菇,雪白菇1包
463585,楓康吳羽保鮮膜,楓康吳羽保鮮膜1捲
463585,油,油菜1把
463585,水,水100毫升
450755,油菜,油菜一把
450755,素羊肉,素羊肉適量
450755,沙茶醬,沙茶醬一大匙
450755,薑絲,薑絲適量
450755,醬油,醬油一大匙
450755,水,水一大匙
450755,炒手水,炒手水適量
448873,牛肉片,牛肉片適量
448873,油菜,油菜1把
448873,醬油,醬油1匙
448873,蒜末,蒜末適量
448873,砂糖,砂糖少許
448873,鹽巴,鹽巴1匙
448873,辣椒末,辣椒末適量
448873,米酒,米酒少許
448873,柴魚粉,柴魚粉少許
445798,羊肉片,羊肉片半盒
445798,油菜段,油菜段100克
445798,雞粉,雞粉1茶匙
445798,蒜末,蒜末3顆
445798,鹽,鹽1茶匙
445798,太白粉,太白粉1匙
445798,薑絲,薑絲1小把
445798,醬油,醬油1小匙
445798,香油,香油1匙
445798,辣椒片,辣椒片1根
445798,米酒,米酒1大匙
445798,麻油,麻油1大匙
445798,烏醋,烏醋1茶匙
444740,油菜,油菜250克
444740,飲用水,飲用水1大匙
444740,醬油,醬油1大匙
444740,柴魚片,柴魚片1克
443593,蒜頭,蒜頭3瓣
443593,油菜,油菜1把
443593,珊瑚菇,珊瑚菇1盒
443593,鹽,鹽適量
446753,油菜,油菜1包
446753,嫩薑絲,嫩薑絲30克
446753,油,油菜1包
446753,鹽巴,鹽巴1/4小匙
445694,油菜,油菜1把
445694,黑木耳菇菇醬,黑木耳菇菇醬1/3罐
445694,橄欖油,橄欖油30ml
445694,七味粉,七味粉適量
437747,油菜,油菜1把
437747,牛肉片,牛肉片1碗
437747,蒜末,蒜末1大匙
437747,辣椒末,辣椒末1小匙
437747,沙茶醬,沙茶醬2大匙
437747,醬油,醬油1大匙
437747,白胡椒粉,白胡椒粉1小匙
437747,糖,糖1小匙
466305,油菜,油菜 500克
466305,無碘海塩,無碘海塩2%
435101,白豆干,白豆干3塊
435101,油菜,油菜1把
435101,蒜頭,蒜頭數瓣
435101,辣椒,辣椒1小根
435101,鹽巴,鹽巴些許
435101,糖,糖2/3湯匙
435101,醬油,醬油1湯匙
435101,白胡椒粉,白胡椒粉些許
472673,板豆腐,板豆腐200克
472673,油菜,油菜200克
472673,雞蛋,雞蛋1顆
472673,洋蔥丁,洋蔥丁50克
472673,乾辣椒,乾辣椒10克
472673,鹽巴,鹽巴2小匙
472673,胡椒粉,胡椒粉1茶匙
472673,米酒,米酒1大匙
430698,油菜,油菜1把
430698,台糖精製絞肉,台糖精製絞肉半盒
430698,鹽巴,鹽巴1匙
430698,蒜頭,蒜頭數瓣
430698,辣椒,辣椒1條
430698,醬油,醬油少許
430698,醬油膏,醬油膏少許
430698,白胡椒粉,白胡椒粉些許
419335,油菜,油菜一把
419335,蒜末,蒜末少許
417073,吻仔魚,吻仔魚少量
417073,油菜,油菜少量
417073,味精,味精少量
417073,蒜,蒜2粒
417073,米酒,米酒少量
417073,水,水少量
461356,小芥菜,小芥菜一斤/600g
461356,油菜,油菜一斤/600g
461356,食鹽,食鹽2大匙/50g
423652,小松菜,小松菜 10株
423652,蒜瓣,蒜瓣3辦
423652,油,油1小匙
423652,鹽,鹽1/2小匙
409712,油菜,油菜1把
409712,豬肉條,豬肉條160g
414124,油菜,油菜1把
414124,秀珍菇,秀珍菇6朵
414124,蒜瓣,蒜瓣2瓣
414124,薑,薑1小段
414124,香油,香油1大匙
414124,安食小品柴魚粉,安食小品柴魚粉0.5匙
414124,安食小品黑豆油膏,安食小品黑豆油膏1大匙
410382,熟義大利麵,熟義大利麵250 克
410382,雞柳條,雞柳條80 克
410382,鹽,鹽2克
410382,油菜,油菜70 克
410382,S&B 生蒜泥醬,S&B 生蒜泥醬3 克
410382,醬油,醬油15克
410382,洋蔥絲,洋蔥絲20 克
410382,S&B 山葵膏,S&B 山葵膏10克
410382,黑胡椒粒,黑胡椒粒適量
410382,帕馬森起司粉,帕馬森起司粉適量
408706,油菜,油菜2把
408706,薑,薑3片
408706,柔魚XO醬,柔魚XO醬2小匙
473652,韓式辣醬,韓式辣醬4大匙
473652,醬油,醬油1.5大匙
473652,白飯,白飯4碗
473652,糖,糖2大匙
473652,春川辣炒雞,春川辣炒雞200克
473652,熱水,熱水2大匙
473652,油菜,油菜300克
473652,香油,香油1.5大匙
473652,玉米粒,玉米粒90克
473652,洋蔥,洋蔥80克
473652,小黃瓜,小黃瓜1條
473652,乾海帶芽,乾海帶芽2大匙
473652,太陽蛋,太陽蛋4個
416107,油菜,油菜600克
416107,腰內肉,腰內肉250克
416107,白胡椒粉,白胡椒粉1/2小匙
416107,蒜頭,蒜頭3瓣
416107,黑胡椒粒,黑胡椒粒1/2小匙
416107,辣椒,辣椒1/4條
416107,素蠔油或醬油,素蠔油或醬油1/2大匙
416107,鹽,鹽1/3小匙
416107,太白粉,太白粉1/2小匙
416107,油,油菜600克
464010,麵粉,麵粉150 克
464010,番茄,番茄1 個
464010,白胡椒粉,白胡椒粉1/2 小匙
464010,雞蛋,雞蛋1 個
464010,雞粉,雞粉1小匙
464010,油菜,油菜1 棵
464010,番茄醬,番茄醬1 大匙
464010,蔥,蔥5 克
464010,香油,香油1小匙
464010,鹽,鹽2 小匙
464010,植物油,植物油適量
459571,秀珍菇,秀珍菇4朵
459571,蒜瓣,蒜瓣3瓣
459571,油菜,油菜1把
459571,酪梨油,酪梨油1小匙
459571,金弘胡麻油,金弘胡麻油1小匙
459571,鹽,鹽1/3小匙
401115,油菜,油菜一把
401115,豬肉絲,豬肉絲菜量的2分之1
401115,烤肉醬,烤肉醬2大匙
401115,蒜頭,蒜頭3瓣
401115,鹽巴,鹽巴適量
473735,大麥飯,大麥飯4碗
473735,雞蛋,雞蛋4顆
473735,熱油,熱油3大匙
473735,胡蘿蔔,胡蘿蔔半條
473735,青蔥,青蔥2大匙
473735,油菜/小芥菜,油菜/小芥菜半把
473735,蒜頭,蒜頭1大匙
473735,平菇/蠔菇,平菇/蠔菇1包
473735,粗辣椒片,粗辣椒片1大匙
473735,櫛瓜,櫛瓜1條
473735,熟白芝麻,熟白芝麻1大匙
473735,醬油,醬油1大匙
473735,蠔油,蠔油1大匙
473735,香油,香油1茶匙
473735,砂糖,砂糖1/2茶匙
473735,雞粉,雞粉1/2茶匙
473735,蘋果醋,蘋果醋1/2茶匙
477190,台灣屏東洋蔥,台灣屏東洋蔥5顆
477190,冰水800ml,冰水800ml1瓶
477190,鹽,鹽3大匙
477190,細冰糖,細冰糖3大匙
477190,ㄖ本醋醬油,ㄖ本醋醬油1罐
478344,洋蔥,洋蔥1/3 小顆
478344,豆腐,豆腐1 塊
478344,味噌,味噌1 大匙
478344,水,水1鍋
478344,蔥花,蔥花適量
478344,油,油幾滴
475421,洋蔥,洋蔥2顆
475421,奶油,奶油5g
475421,鹽巴,鹽巴1小匙
475421,麵粉,麵粉1大匙
476804,五花肉條,五花肉條300克
476804,洋蔥,洋蔥1顆
476804,蔥段,蔥段1根
476804,蒜頭切末,蒜頭切末1大匙
476804,白煮蛋,白煮蛋5顆
476804,紅蘿蔔,紅蘿蔔1條
476804,二砂糖,二砂糖1大匙
476804,醬油,醬油5大匙
476804,辣椒醬,辣椒醬1大匙
476804,水,水500毫升
476804,八角,八角2顆
476559,洋蔥,洋蔥2顆
476559,蛋,蛋4顆
476559,蒜頭,蒜頭2瓣
476559,鹽巴,鹽巴適量
476559,烹大師鰹魚粉,烹大師鰹魚粉適量
476559,醬油,醬油1小匙
476559,水,水1大碗
477826,洋蔥,洋蔥一顆
477826,絞肉,絞肉300g
477826,蔥花,蔥花2根
477826,玉米粉,玉米粉適量
477826,祖傳密醬,祖傳密醬1+2大匙
477826,水,水100cc
477510,洋蔥,洋蔥1顆
477510,臘肉,臘肉半條
477510,鹽巴,鹽巴1茶匙
477510,鮮味炒手,鮮味炒手1小匙
478752,洋蔥,洋蔥1顆
478752,沙拉醬,沙拉醬1條
478752,水煮鮪魚罐頭,水煮鮪魚罐頭1個
478752,水煮蛋,水煮蛋4個
479182,洋蔥,洋蔥0.5顆
479182,蘑菇,蘑菇100克
479182,小蕃茄,小蕃茄8顆
479182,大蒜,大蒜2顆
479182,橄欖油,橄欖油適量
479182,鹽,鹽適量
476726,洋蔥丁,洋蔥丁適量
476726,玉米粒,玉米粒適量
476726,美乃滋,美乃滋3大匙
476726,通心粉,通心粉適量
476726,粗粒黑胡椒,粗粒黑胡椒2小匙
476726,味付鹽,味付鹽1小匙
475913,洋蔥,洋蔥2顆
475913,黑輪片,黑輪片250克
466813,全雞,全雞1隻
466813,洋蔥,洋蔥1顆
466813,雞粉,雞粉1大匙
466813,蘋果,蘋果1顆
466813,薑,薑3片
466813,紅棗,紅棗10顆
478227,豬小排,豬小排4塊
478227,蘋果,蘋果1顆
478227,洋蔥,洋蔥半顆
478227,紅棗,紅棗6顆
478227,枸杞,枸杞適量
478227,水,水淹過食材
478227,鹽,鹽少許
477861,小型洋蔥,小型洋蔥1顆
477861,泰式酸辣醬,泰式酸辣醬1小匙
477861,柚子醋,柚子醋2大匙
477861,蔥,小型洋蔥1顆
477861,芝麻油,芝麻油些許
475089,洋蔥,洋蔥些許
475089,臘肉,臘肉些許
475089,白色鴻禧菇,白色鴻禧菇些許
475089,蒜頭,蒜頭1瓣
475089,蔥,洋蔥些許
475089,辣椒,辣椒1條
475089,黑胡椒粉,黑胡椒粉少許
475089,白飯,白飯1碗
475089,醬油,醬油少許
475089,米酒,米酒半杯
479732,豬五花肉片,豬五花肉片4片
479732,洋蔥絲,洋蔥絲4份
479732,醬油,醬油1大匙
479732,白芝麻粒,白芝麻粒1小匙
479732,酒,酒1大匙
479732,太白粉或片栗粉,太白粉或片栗粉3大匙
479732,味霖,味霖1大匙
479732,糖,糖1小匙
479732,鹽,鹽1小匙
465490,燒肉末,燒肉末150克
465490,蓮藕,蓮藕2節
465490,味霖,味霖1大匙
465490,洋蔥,洋蔥0.5顆
465490,雞粉,雞粉1小匙
465490,鹽,鹽0.5小匙
473352,木耳,木耳1碗
473352,洋蔥,洋蔥1顆
473352,柚子醋,柚子醋1碗
473352,白芝麻,白芝麻1大匙
473352,七味粉,七味粉1大匙
473352,辣椒,辣椒1根
460474,洋蔥,洋蔥1顆
460474,雞蛋,雞蛋3顆
460474,雞粉,雞粉1小匙
460474,雲耳,雲耳1小匙
460474,鹽,鹽1茶匙
460474,糖,糖0.25茶匙
476982,李錦記 頭道零添加原釀醬油,李錦記 頭道零添加原釀醬油1大匙
476982,紅甜椒條,紅甜椒條50克
476982,黃甜椒條,黃甜椒條50克
476982,青椒條,青椒條100克
476982,洋蔥條,洋蔥條100克
476982,牛肉片,牛肉片16片
476982,烏醋,烏醋1大匙
476982,米酒,米酒1大匙
476982,砂糖,砂糖1大匙
476982,水,水100克
476982,太白粉,太白粉適量
476982,熟白芝麻,熟白芝麻適量
479580,無鹽奶油,無鹽奶油90克
479580,糖粉,糖粉55克
479580,洋蔥丁,洋蔥丁100克
479580,鹽,無鹽奶油90克
479580,培根丁,培根丁200克
479580,全蛋,全蛋1顆
479580,黑胡椒粒,黑胡椒粒適量
479580,低筋麵粉,低筋麵粉180克
479580,綜合香料,綜合香料適量
479580,黑胡椒,黑胡椒適量
479580,羅勒葉,羅勒葉適量
479580,馬鈴薯泥,馬鈴薯泥300克
479580,匈牙利紅椒粉,匈牙利紅椒粉18克
479580,奶油,無鹽奶油90克
479580,動物性鮮奶油,動物性鮮奶油100克
479580,乳酪絲,乳酪絲100克
479103,馬祖淡菜,馬祖淡菜15個
479103,洋蔥,洋蔥0.5顆
479103,蒜頭,蒜頭4瓣
479103,白酒或啤酒,白酒或啤酒150ml
479103,奶油,奶油25克
479103,辣椒,辣椒1條
479103,芫荽籽,芫荽籽1小匙
479103,九層塔或香菜,九層塔或香菜1把
479103,胡椒,胡椒適量
479103,鹽,鹽適量
479103,黃檸檬,黃檸檬0.5顆
474184,奶油,奶油1小塊
474184,洋蔥,洋蔥半顆
474184,米,米1杯
474184,洋菇,洋菇6顆
474184,毛豆仁,毛豆仁1大匙
474184,雞湯塊,雞湯塊1塊
476439,牛梅花肉片,牛梅花肉片約300克
476439,洋蔥,洋蔥一粒
476439,日式燒肉醬,日式燒肉醬3~4大匙
476439,蔥白,蔥白一支
476439,蒜米,蒜米4~5粒
476439,熟白芝麻粒,熟白芝麻粒1小匙
471588,五花肉,五花肉600克
471588,洋蔥,洋蔥0.5顆
