recipe_id,description,step_no
478936,備辛香料,8
478936,把辣豆瓣醬+寧記麻辣火鍋醬+老干媽先攪拌在一起,9
478936,起油鍋,10
478936,倒入辛香料，待炒出香味後,11
478936,加入調味醬，炒出紅油和醬香味,12
478936,加入200ml的水，讓它滾起後,13
478936,放入鴨血，待水滾將湯汁和鴨血都融在一起後,14
478936,放入剛剛醃好的牛肉片,15
478936,將牛肉稍微撥開一下下，蓋上鍋蓋，煮個8-10分鐘(視自己吃牛肉軟Q程度),16
478936,在等待過程中來處理秋葵：將秋葵蒂把刨掉，再用鹽巴把表面的細玉大概的去除，然後用水洗去鹽巴後，滾刀切成小塊狀,17
478936,十分鐘，確定牛肉的軟Q程度是自己可以接受的，再放人秋葵(因為秋葵有勾欠的感覺，所以無需再勾欠，若你沒下秋葵，可能下一點薄薄的玉米粉水，可以讓整道菜再加飽滿。,18
478936,再燜個2-3分鐘,19
478936,起鍋前灑上一半的香菜末,20
478936,起鍋後再灑另一半香菜末後，就可上桌了,21
478933,📍將梅花肉切塊、將肉的表面水分壓乾 📍蔥切段、洋蔥切絲,1
478933,📍燒一鍋水備用,2
478933,📍起油鍋，將所有肉下鍋煎至兩面焦香，盛起備用。,3
478933,📍轉小火利用原鍋的油炒糖。 （若不夠再添加些許植物油） 📍不斷攪拌將糖炒至融化。（如圖）,4
478933,📍加入適量熱水並煮滾後成糖水熄火備用。,5
478933,📍取出萬用鍋內鍋，放入雙蔥並加入些許植物油。 ✨如果你沒有萬用鍋也沒有問題，直接取另一個燉鍋放入，在一般爐具上開始，所有步驟都一樣，只是差在你得顧火而已。,6
478933,📍選擇爆炒模式，時間5分鐘，炒至洋蔥變軟、變色（透明樣）後，加入肉一起翻炒。,7
478933,📍加入蠔油、烏醋拌炒均勻。,8
478933,📍加入剛剛炒好的糖水。,9
478933,📍加入約莫蓋過食材的熱水。,10
478933,📍加入醬油。 （這裡可以試一下鹹淡，不夠鹹的話醬油可以再做調整）,11
478933,📍選擇煮,12
478933,燉模式，壓力30、時間30，然後一樣，交給萬用鍋處理吧！ ✨若你使用的是一般爐具，請以小火慢燉，一樣可以做出這道美味料理！,13
478933,📍時間到即完成，洋蔥已完全燉進醬汁及肉裡，食材天然的甜味讓這道肉品非常的順口好吃，燉到通透的軟骨入口即化，吸附醬汁的梅花肉入味又保有口感，不像滷肉那麼重口味，依然甜香下飯。,14
478929,苦瓜外皮沖洗乾淨，剖開刮去瓜瓤，切成大片備用,1
478929,話梅用熱水浸泡,2
478929,熱鍋下薑片、苦瓜，翻炒至微微上色,3
478929,淋入梅子水，嗆入醬油、素蠔油,4
478929,加適量清水沒過苦瓜，用電鍋燉30~60分鐘,5
478929,燉好調入少許味精、兩滴香油即可,6
478918,先將菜頭削皮切塊,1
478918,排骨汆燙去血水,2
478918,將排骨與菜頭放入鍋中燉，水滾後轉小火約20-30分鐘，加貢丸玉米，菜頭軟了，我自己愛吃香菇加了一點,3
478918,加鹽調味，起鍋切香菜增添香味，也能加點白胡椒,4
478901,1.將肉條先以白胡椒塩和半瓶蓋醬油抓醃一下 2. 以蒜末把肉條和香菇絲、綠竹筍稍微拌炒後加入適量的水把炒料再煮滾,1
478901,起鍋前再加入較易熟透的蚵（蛤或小卷）,2
478901,灑上芹菜和白胡椒塩,3
478901,試一下味道再依各人口味調整就可以上桌加白飯開動咯😋😋😋,4
478897,高麗菜切成小塊狀川燙15秒撈起備用,1
478897,香菇切絲，蝦米泡水至軟化,2
478897,肉絲以一大匙淡味醬油及少許胡椒粉醃好,3
478897,冷飯加熱備用,4
478897,起油鍋將醃好肉絲及香菇絲，蝦仁爆香,5
478897,放入水及另一茶匙淡味醬油及高麗菜煮滾後加入胡椒粉及飯拌勻即可食用。,6
478890,用鑄鐵鍋,1
478890,洋蔥半熟後依序下料,2
478890,中火翻攪材料後關上蓋子,3
478890,小火燜煮10分鐘左右關火 半小時後吃很入味,4
478883,蒸鍋中倒蓋一個碗，將雞腿切成兩片表面塗抹鹽巴，胡椒粉放入蒸鍋倒蓋碗上面,1
478883,鋪上薑片及去頭尾的紅棗後灑上米酒,2
478883,外鍋放水開始蒸煮，水滾後轉中小火約煮30分鐘，趁著在等待時，將所有蔥切成蔥絲,3
478883,蒸好雞腿肉略為放涼,4
478883,肉撕成肉絲,5
478883,打開倒蓋的碗會發現蒸肉的湯汁全部在碗內。,6
478883,將湯汁加熱後放入蔥蒜攪拌後立刻關火。此時湯汁散發蔥香,7
478883,將蔥絲雞湯倒入已經撥好的雞絲上攪拌均勻即可食用。,8
478881,川耳用熱水浸泡20分鐘，洗淨備用,1
478881,川耳下鍋焯水2~3分鐘，控乾備用,2
478881,嫩薑切薄片,3
478881,改刀切細絲,4
478881,盆中加入薑絲、蒜末、辣椒圈、醬油膏、白糖、白醋、芝麻油、味精，攪拌均勻,5
478881,加入川耳，翻拌均勻，冷藏醃漬入味,6
478881,上桌前撒入香菜段，輕輕抓拌均勻即可開吃,7
478880,馬鈴薯切薄片,1
478880,泡水10分鐘，去掉多餘澱粉,2
478880,瀝乾,3
478880,鍋中加油，馬鈴薯煎到金黃酥脆,4
478880,再加洋蔥,5
478880,炒熟變軟，盛出放涼,6
478880,打蛋＋青花椒鹽,7
478880,攪拌均勻,8
478880,熱鍋加油倒入,9
478880,後蓋鍋小火煎5～8分鐘,10
478880,二面熟透即可,11
478880,食用前再灑上青花椒鹽,12
478875,白蘿蔔和胡蘿蔔刨絲,1
478875,稍微加鹽拌勻靜置5–10分鐘出水 擠乾水分（保留一些水分讓餅不會太乾）,2
478875,加入雞蛋,3
478875,攪拌均勻,4
478875,加入麵粉攪拌 直到形成稍有黏性的麵糰狀,5
478875,加入蔥花、紅花椒鹽攪拌,6
478875,鍋中加少許油 將餡料分成小份 壓成扁平圓餅狀,7
478875,中小火兩面煎至金黃酥脆即可,8
478875,起鍋後可再灑上紅花椒鹽 多了麻香感、鹹香開胃,9
478873,將豬絞肉、蔥花醬油及川辣椒麻十三香，混合,1
478873,攪拌均勻至黏稠,2
478873,米紙兩面沾濕,3
478873,包入調好的餡料,4
478873,捲成蝸牛形狀,5
478873,熱鍋加油小火慢煎 蓋上鍋蓋悶煎五分鐘後 再翻面悶煎五分鐘,6
478873,最後可以再撒上一些川辣椒麻十三香,7
478869,馬鈴薯削皮切塊，放入電鍋或蒸籠中蒸熟（約 15–20分鐘），壓成粗泥狀並加入牛奶拌勻備用。,1
478869,花椰菜切小朵，滾水加鹽燙熟備用。番茄底部切十字川燙一下撈起去皮切丁。,2
478869,大鍋水煮滾，加鹽後放入義大利麵，依包裝時間煮至彈牙，撈起瀝乾。加一點橄欖油拌勻,3
478869,熱鍋加橄欖油，放入番茄丁炒至軟爛出汁。,4
478869,加入番茄糊及廣達香肉醬，翻炒均勻，小火煨煮約 3分鐘，讓番茄與肉醬融合。,5
478869,將蒸熟壓泥的馬鈴薯加入肉醬中攪拌均勻。可酌量加入煮麵水調整濃稠度。,6
478869,把煮好的義大利麵用夾子捲起放入盤中，再淋上馬鈴薯泥及些許肉醬，最後放上燙熟花椰菜點綴即完成。,7
478858,食譜： ▪️金針菇去尾端後切片 ▪️兩顆蛋+白胡椒粉+柴魚粉+香油+蔥花打勻,1
478858,▪️將金針菇切片沾滿蛋液後放入平底鍋煎 ▪️兩面煎熟,2
478858,▪️ 盛盤，淋上一點黑豆醬油，完成✅,3
478857,番茄去皮對切去蒂頭再切成大塊，馬鈴薯去皮切成小塊，切完過水一下，打兩顆蛋加水、調料拌勻,1
478857,熱鍋熱油下蛋液，邊緣凝固後由外而內推成散蛋。原鍋補油下蔥白爆香，下馬鈴薯加一匙醬油燒一下,2
478857,接著下番茄、小半杯水，蓋上蓋子悶軟，加入靈魂醬汁，煮滾收汁後加入散蛋均勻拌炒，最後下蔥花就完成了！,3
478852,豬肉片加少許醬油.米酒醃漬30～40分鐘,1
478852,講紅白蘿蔔切片，少許洋蔥切成條狀蔥白4段，兩片薑及四瓣蒜頭,2
478852,將豬肉片下鍋煸出油後，加入蒜頭炒香,3
478852,肉夾出備用,4
478852,將薑片.蔥白.洋蔥下鍋炒香,5
478852,加入紅白蘿蔔，水沒過食材,6
478852,醬汁 醬油兩匙.味琳ㄧ匙.糖ㄧ小匙.米酒兩匙,7
478852,水滾後加入調配好的醬汁,8
478852,蓋鍋蓋慢火燉至蘿蔔煮軟,9
478852,收汁後撒入蔥花,10
478852,充滿日式家庭風味的豚肉佃煮蘿蔔就完成啦！,11
478838,先小火爆香蒜末，然後轉中火放入櫛瓜，每面都煎一下鎖住櫛瓜的汁～,1
478838,櫛瓜都煎到金黃了就可以加入蛋液，趁還沒凝固的時候均勻的灑上鹽巴（如果怕撒不均勻的朋友也可以先把鹽巴拌入蛋液）,2
478838,蛋液8分熟時撒上黑胡椒粉，再稍微拌一下，就完成囉！,3
478835,鍋內煮水，水滾放入油,1
478835,放入清洗過切成適合大小的青江菜,2
478835,翻動青江菜在水中煮約一分鐘即可撈起,3
478835,煮好的青江菜上面淋上紅蔥酥及淡味醬油即可,4
478830,煮一鍋水，苦瓜清洗乾淨，切去頭尾，對剖，挖去瓜瓤，切厚片備用，苦瓜的瓜瓤一定要刮乾淨，才能降低苦味。,1
478830,加熱鍋具，倒入食用油，加入蔭豆鼓，以油爆香豆鼓香氣提升。,2
478830,蒜頭去膜切成碎末，加入鍋中爆香。,3
478830,將川燙好的苦瓜放入鍋中拌炒。,4
478830,加入少許鹽巴調味，要注意蔭豆鼓是否帶有鹹味做鹽巴用量調整。,5
478830,青蔥洗淨後切去根部，切成蔥花，放入鍋中拌炒提香。,6
478830,開動！,7
478828,●土雞腿肉質較Q彈請攤商幫去骨，沖洗過去血水也去肉腥，用料理剪刀在肉筋上橫剪斷筋，這樣能避免雞腿排加熱後會團結在一起，二隻雞腿用600ML密封盒醃漬很剛好，醃料先放密封盒攪拌均勻抓取雞腿均勻沾滿醃料，蓋上密封盒放冷藏醃漬1小時。,1
478828,●龍鬚菜是腸道清道夫看到新鮮必買，龍鬚菜切掉末端撕掉粗皮洗淨剪食指長段瀝乾，玉米筍洗過每根斜切。,2
478828,●準備開炸前將醃好的雞排，取平盤將(香香酥脆粉材料)攪拌混合均勻。,3
478828,●將雞排兩面均勻沾滿薄粉後在盤上抖抖雞排讓多餘的粉落在盤上，裹好粉讓雞排靜置反潮，這能讓地瓜粉吸收肉汁水份後增強黏著度氣炸時不易掉粉，如何判斷反潮完整能開炸了，雞排上白白的粉被消失就可以了。,4
478828,●等待雞腿反潮時間，用無毒鋁箔紙摺雙層，才不易破烤完鋁箔直接丟掉，這樣烤皿輕鬆洗即乾淨如新，今天來分享常嘴的雙層鋁箔怎褶的，鋁箔展開將氣炸網放在上下左右均等份位置撕下鋁箔。,5
478828,●第二張鋁箔也一樣展開後將氣炸網放在上下左右均等份位置撕下鋁箔。,6
478828,●將烤網先放回烤皿裡，烤網上再放上褶好的雙層鋁箔盒，用手褶一下鋁箔邊邊角角，讓鋁箔盒更服貼乖巧。,7
478828,●把雞腿放進來雞皮面朝盆底，氣炸是熱循環加熱原理，擺放食物不要交疊才能熟的一致，倒1小匙油(不在材料裡)刷抹雞腿排這樣腿排有油脂帶香酥也易上色。,8
478828,●氣炸鍋可以擺在抽油煙機管轄區域裡，如覺有油味可開抽油煙機，設定180度9分鐘。,9
478828,●9分鐘到的模樣。,10
478828,●用料理夾幫雞腿翻面，再倒1小匙油(不在材料裡)刷抹雞腿皮面上，高溫烘烤油脂會逼出吃起來不會油，再180度9分鐘，今天的雞腿很大支，翻面烤後我一次烤一支。,11
478828,●9分鐘又到，美美的樣子，很棒。,12
478828,●換第二支雞腿也重覆步驟11，再180度9分鐘也是美美噠。,13
478828,●在第一支雞腿翻面烤雞皮面時，起另一個湯鍋加1,14
478828,2小匙鹽(不在材料裡)水滾放龍鬚菜跟玉米筍汆燙3分鐘，把汆燙的熱水倒掉。,15
478828,●雞腿氣炸好後把醃雞腿的蒜醬倒進烤皿搭配雞腿逼出的雞油，再次氣炸150度4分鐘，讓醃料跟雞油經加熱融合香氣更好醃料也經高溫氣炸熟成殺菌。,16
478828,●把氣炸過的雞油蒜醬倒進龍鬚菜裡翻拌均勻，就有健康美味的鮮蔬。,17
478828,這樣的香香酥脆粉，目前覺得最好吃。,18
478796,櫛瓜切成0.5公分厚的圓圈狀,1
478796,將所有調味料和櫛瓜拌勻靜置10分鐘,2
478796,平底鍋熱鍋後抹上薄薄一層油,3
478796,將醃好的櫛瓜放入熱鍋中兩面煎到微微焦黃寄去,4
478794,青菜和蔥花處理乾淨後備用，因為家裡只剩下一塊虱目魚肚，照理來說這個份量應該要兩塊虱目魚肚比較適合，把虱目魚肚清理乾淨，擦乾水分，切成一口大小備用,1
478794,竹筍切絲，冷水下鍋，我是24公分的鍋子，半鍋的冷水，蓋上蓋子中火煮滾,2
478794,煮滾之後，轉中小火蓋上蓋子再煮8到10分鐘,3
478794,加入兩碗剩飯，繼續中火煮滾，要記得攪拌一下，再中小火煮大約10分鐘,4
478794,加入虱目魚肚塊，中小火煮8分鐘,5
478794,加入青菜和蒜頭酥，攪拌一下蓋上鍋蓋，中小火煮5-8分鐘,6
478794,加入雞粉或者鮮味炒手調整味道，然後再加入白胡椒粉，攪拌一下,7
478794,記得撒上蔥花，攪拌一下就可以上桌囉,8
478794,完成,9
478783,蝦皮，香菇泡軟冬瓜去皮切塊,1
478783,鍋燒熱加入少許油將薑片，蝦米，香菇爆香,2
478783,放入冬瓜塊略炒，加入少許水及醬油、蠔油及辣椒一起中小火燜煮6-7分鐘、筷子如果能順利插過冬瓜表示熟了,3
478783,起鍋前灑入胡椒粉，盛盤後加入香菜或蔥珠即可,4
478763,四季豆去掉蒂頭洗淨,1
478763,蘑菇洗淨切對半,2
478763,鍋中放油，油熱放入蒜末下去炒，然後放入蘑菇下去炒,3
478763,最後倒入四季豆下去與蘑菇一起炒，最後撒些胡椒鹽一起炒,4
478759,【前置作業】苦瓜對切，白色囊刮越乾淨越不苦。隨便切成喜歡的大小。 乾香菇泡水，軟後，擠掉水，對切。 【煸一下】 起油鍋，下薑片，煸成金黃色後，下苦瓜、香菇，煸到差不多也是上色，嗆一下米酒。,1
478759,把準備好的鹹冬瓜、蔭瓜及其湯汁倒入，翻拌一下。 #單用”破布子”也可以，但家裡沒有，翻出鹹冬瓜跟蔭瓜，一樣可以。,2
478759,加水淹過表面，煮滾後，滾30分鐘。 （滾後，中途可試一下味道，不夠鹹加醬油，不夠甜加冰糖，看個人口味）,3
478759,30分鐘後，熄火放涼，冰冰箱當涼菜👍。,4
478757,●櫛瓜洗淨切0.8公分圓片，放在煮好要盛裝的盤子裏，鮮菇洗過，用小刀刻花，不刻也可以。,1
478757,●平底鍋小火加1小匙油潤鍋，均勻擺好櫛瓜乾煎4分鐘，用筷子幫櫛瓜片一一翻面，繼續煎香兩面金黃有瓜香氣味，撒上鹽花，櫛瓜是否熟透可以用眼睛判斷切面從生到透明到略金黃有瓜甜味。,2
478757,●用煎櫛瓜的原鍋均勻擺好鮮菇，菇底超鍋面蓋鍋煎2分鐘。,3
478757,●開鍋補1大匙水再次蓋鍋，讓鮮菇全熟。,4
478752,洋蔥洗淨切丁，加入水煮鮪魚罐頭，加入四個水煮蛋切碎，我因為洋蔥需要去辣所以這些東西都混合後，靜置冰箱一晚，要吃再加入沙拉就好。,1
478752,加上鮮奶吐司！超讚👍建議喜歡有口感吐司的朋友可以烤一下，會更好吃,2
478750,小黃瓜洗淨切片,1
478750,要薄片要厚度隨個人喜好,2
478750,並加鹽抓一下靜置十五分鐘,3
478750,後續用開水把鹽沖掉,4
478750,加入砂糖、醋、開水醃漬即可。,5
478743,將芋頭,1
478743,黃地瓜,2
478743,橘地瓜各自去皮切塊備用。,3
478743,將芋頭塊放入蒸籠中蒸熟。,4
478743,以芋圓製作為例，芋泥：太白粉：地瓜粉6：1：2準備食材。,5
478743,取出蒸熟的芋頭，倒入50g白砂糖，將芋頭搗成芋泥，我刻意保留一些芋頭的顆粒與塊狀。,6
478743,芋泥處理完後加入太白粉、地瓜粉以及酌量室溫開水，水要慢慢加不要一次加太多，混合到可以揉成團即可。,7
478743,取出蒸熟的橘地瓜，將地瓜搗成地瓜泥。,8
478743,地瓜泥處理完後加入太白粉、地瓜粉以及少量室溫開水，地瓜泥的水份較多，室溫開水視情況添加，如果不加水可混和成團就沒有必要添加。,9
478743,取出蒸熟的黃地瓜，將地瓜搗成地瓜泥。,10
478743,地瓜泥處理完後加入太白粉、地瓜粉以及少量室溫開水，地瓜泥的水份較多，室溫開水視情況添加，如果不加水可混和成團就沒有必要添加。,11
478743,三色的芋圓與地瓜圓團。,12
478743,將桌面略微灑一些太白粉避面沾黏，準備一個容器盛裝芋圓，表面灑一些太白粉避免沾粘。,13
478743,取一小份芋圓團揉成長圓柱狀，分切成1.5cm長度。,14
478743,未表面沾太白粉的芋圓能看見明顯的芋頭塊。 將切好的芋圓表面沾粘些許太白粉避免沾粘。,15
478743,將芋圓放進容器中，放進冰箱冷凍櫃中冷凍，可以等冷凍後再分裝分袋保存。,16
478743,相同的步驟進行橘地瓜和黃地瓜圓的製作。,17
478743,分切好的橘地瓜圓，放進冰箱冷凍櫃中冷凍，可以等冷凍後再分裝分袋保存。,18
478743,分切好的黃地瓜圓，放進冰箱冷凍櫃中冷凍，可以等冷凍後再分裝分袋保存。,19
478743,取一湯鍋，水煮沸後加入芋圓和地瓜圓，加入紅棗，待芋圓地瓜圓浮起後撒入枸杞，等待一分鐘後關火盛起。,20
478743,一碗可口的甜湯就完成了。,21
478743,芋圓與地瓜圓的近照。,22
478743,芋圓與地瓜圓的近照。,23
478743,芋圓與地瓜圓的近照。,24
478741,乾鍋先炒菇類,1
478741,等菇軟化後再加蒜末爆香,2
478741,接著加入莧菜,3
478741,加入適量的水和鹽,4
478741,最後加入枸杞拌炒均勻,5
478739,準備一鍋熱水加少許鹽巴將地瓜葉湯熟 將所有調味拌一拌即可完成,1
478737,苦瓜燙軟熟了之後撈起 鍋中下油、醬油、糖、豆鼓煮滾（加點水避免燒鍋）放苦瓜讓他收汁試味道即可裝盤,1
478735,油熱，下蒜頭、蒜白爆香，吃辣的再加辣椒。,1
478735,有香味之後下叉燒,2
478735,叉燒稍微焦焦時下蒜青,3
478735,起鍋前調味，這也是好市多買的，太大罐吃不完，當成鹽來用比較快。沒有的話鹽、味精就可以了。,4
478735,完成,5
478733,用的食材只有1,1
478733,4顆高麗菜還有鹽昆布。 這道菜是我近日的心頭好， 之前看日本的電視節目介紹， 去日本的時候買了好幾包回來。 （1）只要洗好高麗菜、剝成適口大小， （2）然後煮一鍋水， 水開，把菜放進去燙4分鐘， （3）撈起、瀝乾， 拌入鹽昆布、淋上一些香油就完成了！,2
478733,超級方便又快速， 可以熱熱吃，也可以放入冰箱當涼拌菜吃， 適合夏天不想在廚房太久的媽媽們～,3
478722,雞蛋洗淨、青蔥洗淨用料理剪刀剪末。 （青蔥有黏液用剪的比較不會滑刀較安全）,1
478722,取乾淨的碗先打蛋，再加進蔥末、鹽、白胡椒粉、油一起辦打均勻。 （蛋液加點油能提升香氣，也能讓蛋卷蓬鬆。）,2
478722,平底鍋小火加油，先倒1,3
478722,4蛋液。,4
478722,蛋皮略定型時用平炒匙卷起。,5
478722,再倒1,6
478722,4蛋液，蛋汁趁還會流動時，用炒匙鏟起蛋卷讓蛋汁流到蛋卷底下，這樣可以黏合得更好。,7
478722,蛋液略煎定型時，用平炒匙從第一圈蛋卷那面推摺卷成蛋卷。,8
478722,一份蛋卷捲兩次成卷後推至鍋邊慢慢煎金黃，再相同動作製作第二份蛋卷，在一起煎至兩面微金黃，香氣四溢的蛋卷就完成囉。,9
478722,蛋卷煎好時再從冷凍取出夏天美白的好朋友冷凍草莓，補充營養當盤飾也美麗。,10
478722,蛋香蔥香滿滿，好吃。,11
478722,下次來挑戰摺三卷的厚蔥蛋。,12
478718,將玉米粒和水倒入調理機，打成細膩的玉米糊。,1
478718,將玉米糊倒入大碗中，接著加入細砂糖、速發酵母和中筋麵粉，拌勻成細膩濃稠的麵糊。 蓋上保鮮膜，放溫暖處發酵至兩倍大（時間約60分鐘），或放入冰箱冷藏發酵一晚。,2
478718,發酵完成後，手上抹油，將麵糰平均分成6份（每份約100克），分別塑形成圓形，靜置10分鐘。,3
478718,平底鍋預熱後刷油，放入麵糰，壓扁，蓋上鍋蓋，以小火煎2～3分鐘至底部金黃。 翻面，再以小火煎2～3分鐘，金黃玉米餅就完成了！,4
478718,柔軟香甜😋,5
478718,香氣四溢😋,6
478715,材料 1. 雞腿去骨去皮（雞皮炸炸雞油用） 2.紅蔥頭切薄片,1
478715,水滾下雞腿肉，滾3分鐘後，蓋上鍋蓋悶20分鐘 這樣煮出來的雞腿肉很嫩喔 雞胸肉也可以這樣煮，煮出來的肉質不柴,2
478715,小火將雞皮的油熬出,3
478715,熬出雞油後，取出雞皮，加肉紅蔥頭爆香,4
478715,紅蔥頭炸出香氣，色澤開始轉成金黃色加入醬油、砂糖、白胡椒📌因為油溫很高，加醬油時要慢慢加，以免油爆,5
478715,加入煮雞腿的雞湯及雞皮，湯汁滾後小火熬3分鐘 取出雞皮 試鹹淡，依照個人喜好調整口味，需要比平常吃的口味稍為鹹一點，因為要淋在白飯與雞肉上,6
478715,筷子可以輕鬆插入雞肉，抽出沒有血，就悶熟了喔,7
478715,雞腿肉切片 雞腿片比雞肉絲吃起來更滿足呦 也可以用雞胸撕成雞肉絲，來個雙拼🤭,8
478711,勺一大匙花生醬到料理碗內，我們要藉由花生醬調出主醬的風味。,1
478711,擠上沙拉醬，藉由沙拉醬調出新滋味。,2
478711,加入少量的水來做醬汁濃稠度調整，將所有食材拌勻即可。,3
478711,搭配新鮮的水果小黃瓜進食，這個沾醬直接升等為日式料理主醬。小黃瓜洗凈後，記得使用冰塊做冰鎮動作，吃來更脆口美味。,4
478711,開動！,5
478697,甜椒切半去籽抹上橄欖油放烤箱100度烤10分鐘.烤過的甜椒更甜而且去掉多餘水份口感更好,1
478697,水煮蛋切片.蒸過地瓜搗成泥加乳酪片拌勻.,2
478697,甜椒上放地瓜泥及蛋片,3
478697,義大利黑醋2湯匙.糖半湯匙.黑胡椒粒1茶匙.橄欖油半湯匙調勻後淋上,4
478697,"灑些香草粉或起司粉,完成。",5
478695,龍蝦洗淨後，泡冰水並放至冷藏，冰30分鐘至1小時。,1
478695,煮滾一鍋可淹過龍蝦的水，並加入鹽和昆布。,2
478695,兩隻活龍蝦從頭部放入滾水中，煮11分鐘。（若只有一隻則煮9分鐘）,3
478695,煮好後泡冰水至涼，瀝乾備用。,4
478695,依包裝指示減少1分鐘煮好義大利麵，撈起瀝乾備用。,5
478695,取炒鍋煮滾龍蝦濃湯和白酒。,6
478695,放回義大利麵煮至喜歡的軟硬度，並加入調味料調味。,7
478695,用煮麵水煮熟青花菜，並組合義大利麵、青花菜和龍蝦即完成。,8
478688,白蘿蔔洗乾淨去皮切小塊、玉米洗乾淨切小塊。,1
478688,排骨用水川燙一下。,2
478688,準備另一鍋水，加入川燙好的排骨、白蘿蔔，加入調味料，燉煮到白蘿蔔熟透。,3
478688,白蘿蔔變成透明狀，再加入玉米煮一下，如果想要玉米甜味到湯頭，一開始就可以加，想保留玉米甜味好吃，就等到白蘿蔔熟了，再加入煮一下。,4
478677,將高麗菜切除硬莖，一葉一葉放入鹽水泡約10分鐘，瀝乾水分，用手撕成一小片,1
478677,起油鍋，放入豬絞肉抄至顏色變白，放入蒜末、蔥花、薑末炒香，加入辣豆瓣醬拌炒，用醬油、鹽調味,2
478677,倒入高麗菜拌炒均勻，蓋上鍋蓋，燜約1-2分鐘至高麗菜略軟，掀開鍋蓋，拌炒高麗菜至熟即可,3
478673,馬鈴薯洗淨去皮後刨絲,1
478673,再用水沖洗三次將表面澱粉洗掉,2
478673,取鍋熱水川燙馬鈴薯30秒撈起瀝乾,3
478673,起另鍋下油轉大火將蒜末、辣椒末炒香,4
478673,馬上放馬鈴薯絲及調味料快速拌炒1分鐘即可起鍋,5
478671,牛肉用沙茶醬、鹽、白胡椒粉、醬油抓醃10分鐘,1
478671,起鍋下油用大火將肉片炒至八分熟後取出,2
478671,同鍋再下油用大火炒香蒜末、辣椒末、沙茶醬,3
478671,接著放空心菜、水炒熟後下調味料,4
478671,最後放回肉片拌炒至熟即可起鍋,5
478663,盆內放入麵粉加入酵母及一點塩（大概2公克）然後倒入溫水180克（水佔麵粉的60%)下手揉成一個徧軟的麵團靜置發酵至1.5 －2倍大。,1
478663,將豬絞肉先加攪拌成黏稠狀然後慢慢加入白胡椒粉，塩及醬油調成自己的口味攪拌均勻後加入韮菜末（蔥花末）及胡麻油拌勻即可放入冰箱冷藏備用。,2
478663,麵團發酵完成後工作枱上灑些手粉將麵團移至枱面上滾圓拍平（拍出空氣）桿成一個長方形的麵片面上噴點油鋪上饀料捲起一長條再用桿麵棍桿平,3
478663,切成大約二手指的寬度，再二片疊在一起用筷子往下壓就好了，也可以再將兩頭尾連在一起，放置蒸盤上醒15分鐘，然後上鍋蒸14分鐘，蒸好後燜3分鐘開蓋,4
478663,熱氣騰騰出鍋啦，左邊的是頭尾二瑞捲一起，右邊是筷子壓平後沒有捲。 型狀沒有很漂亮，但是不影響好吃的。,5
478654,冷鍋開中火加入1大湯匙的油，油熱後加入櫛瓜及杏鮑菇拌炒2分鐘,1
478654,加入一半的蒜頭及奶油拌炒1分鐘,2
478654,加入剩下的蒜頭、洋蔥、辣椒及所有調味料拌炒1分鐘即可收工,3
478632,將綠苦瓜洗淨，切去頭尾後一分為二，挖去瓜瓤之後切薄片，煮一鍋水，水沸騰後將苦瓜放入鍋中川燙三分鐘，撈出瀝乾水份備用。,1
478632,將鹹鴨蛋剝去外殼，取出蛋黃另放，蛋白切碎備用。加熱鍋具，倒入食用油，將蛋黃放入鍋中拌炒出沙，這樣子能將蛋黃的香氣炒出來，增加風味。,2
478632,蒜頭去膜，切成蒜末；紅辣椒洗淨切小段放入鍋中一起爆香。,3
478632,待蒜頭及辣椒的香氣出來時，將鹹鴨蛋的蛋白放入鍋中一起拌炒。,4
478632,將川燙過的苦瓜片放入鍋中一起拌炒，因為苦瓜經過川燙已經呈現半熟狀態，這時候很容易將鹹鴨蛋的風味煨進苦瓜肉裡。,5
478632,加入少許砂糖降低苦味，稍加拌炒即可熄火盛盤。,6
478632,上菜嘍！,7
478631,蔥切段、蒜頭切片、辣椒切絲,1
478631,三辛香料 一起大火爆炒香氣出來,2
478631,放入醃製好的牛肉 醃製牛肉材料在食譜中,3
478631,牛肉炒熟後，放入沙茶醬 任意品牌 再放入醬油一大匙,4
478631,會釋出一些水分 慢慢炒乾,5
478631,炒乾一些水分後 視個人口味放糖,6
478615,小黃瓜洗淨後切成超薄片 撒上少許鹽抓拌均勻 靜置約10分鐘,1
478615,出水後水倒掉,2
478615,用紅花椒油來炒香蒜泥和辣椒香氣更有層次,3
478615,炒香後加入紅花椒鹽、蠔油、醋、醬油 一起攪拌均勻成香麻醬汁,4
478615,香麻醬汁倒入小黃瓜,5
478615,拌勻,6
478615,冷藏個10分鐘 讓味道更融合會更夠味,7
478600,食材一覽。,1
478600,馬鈴薯洗淨→削皮→切絲。,2
478600,撒上品高黑胡椒鹽，抓拌均勻靜置。出水後擠出水分。,3
478600,熱鍋下少許油。,4
478600,鋪上一小片薄薄的馬鈴薯絲。,5
478600,小火定型後翻面。,6
478600,雙面金黃即可起鍋，建議搭配品高蜂蜜芥末醬，超對味！,7
478597,準備食材。菠菜葉洗淨，瀝乾水份。,1
478597,準備醬料：日式醬油、味醂與香油拌勻。,2
478597,煮一鍋滾水，加入1,3
478597,2茶匙鹽與1,4
478597,2茶匙酪梨油，然後把菠菜放入滾水，燙約40-50秒。,5
