recipe_id,ingredient,preview_tag
472679,龜甲萬 昆布香菇料亭和露1大匙,龜甲萬 昆布香菇料亭和露
472679,蒜頭1瓣,蒜頭
473934,大陸妹500克,大陸妹
473934,塩1小搓,塩
473934,醬油膏2大匙,醬油膏
473934,油葱酥1大匙,油葱酥
473934,蒜末3瓣,蒜末
473934,皮蛋2顆,皮蛋
473934,沙茶醬1匙,沙茶醬
473934,熱水2大匙,熱水
457559,大陸妹500g,大陸妹
457559,蒜頭3瓣,蒜頭
457559,鹽1茶匙,鹽
457559,食用油1大匙,食用油
457559,黑胡椒粒1/10茶匙,黑胡椒粒
463737,大陸菜1包,大陸菜
463737,蒜頭1小顆,蒜頭
463737,油1湯匙,油
463737,鹽巴1小匙,鹽巴
457350,大陸妹450 克,大陸妹
457350,蠔油30 克,蠔油
457350,新鮮香菇5 朵,新鮮香菇
457350,蒜頭15克,蒜頭
457350,辣椒3克,辣椒
457350,薑5克,薑
457350,砂糖10克,砂糖
457350,水200CC,水
457350,太白粉水少許,太白粉水
457944,大陸妹生菜8片,大陸妹生菜
457944,鮪魚罐頭1大匙,鮪魚罐頭
457944,雞蛋2顆,雞蛋
457944,白芝麻少許,白芝麻
457944,韓國海苔碎1大匙,韓國海苔碎
450349,大陸妹3把,大陸妹
450349,北部滷肉燥2大匙,北部滷肉燥
450349,鹽1小匙,鹽
450349,蠔油1大匙,蠔油
453855,大陸妹1台斤,大陸妹
453855,豬肉片100克,豬肉片
453855,胡蘿蔔0.5條,胡蘿蔔
453855,鹽巴2小匙,鹽巴
453855,薑片1片,薑片
453855,蒜頭2小瓣,蒜頭
453855,醬油1大匙,醬油
453855,米酒1小匙,米酒
453855,砂糖1大匙,砂糖
453855,蓮藕粉1茶匙,蓮藕粉
453093,大陸妹1包,大陸妹
453093,蒜末2瓣,蒜末
453093,冬菜1大匙,冬菜
450225,大陸妹1把,大陸妹
450225,調味1小匙,調味
446047,大陸妹4把,大陸妹
446047,燒肉200克,燒肉
446047,雞粉0.5匙,雞粉
446047,蒜末1小匙,蒜末
446047,糖1小匙,糖
446047,鹽1小匙,鹽
448879,山上大陸妹1份,山上大陸妹
448879,油蔥酥1小匙,油蔥酥
448879,鹽巴些許,鹽巴
448879,白芝麻些許,白芝麻
432465,大陸妹兩把,大陸妹
432465,黑白芝麻少許,黑白芝麻
432465,醬油1湯匙,醬油
432465,醬油膏1湯匙,醬油膏
432465,味霖1湯匙,味霖
441959,大陸妹2顆,大陸妹
441959,蒜頭2瓣,蒜頭
441959,油蔥1把,油蔥
441959,鹽巴1小匙,鹽巴
444435,大陸妹1份,大陸妹
444435,冬菜1大匙,冬菜
444435,蒜頭2瓣,蒜頭
444435,辣椒1根,辣椒
435893,大陸妹250克,大陸妹
435893,豆腐乳1塊,豆腐乳
435893,蒜末2瓣,蒜末
435893,塩少許,塩
436874,大陸妹1顆,大陸妹
436874,蒜頭3瓣,蒜頭
436874,辣椒1根,辣椒
436874,洋蔥4/1顆,洋蔥
436874,鵝油香蔥2小匙,鵝油香蔥
430882,大陸妹1把,大陸妹
430882,蒜頭2顆,蒜頭
430882,xo醬1大匙,xo醬
430882,鹽巴1小匙,鹽巴
430882,柴魚粉1小匙,柴魚粉
473790,肉絲200克,肉絲
473790,高麗菜0.2顆,高麗菜
473790,雞粉1大匙,雞粉
473790,大陸妹生菜1顆,大陸妹生菜
473790,鹽3茶匙,鹽
473790,米酒1大匙,米酒
473790,紅蘿蔔片10片,紅蘿蔔片
473790,香油1小匙,香油
473790,玉米筍1盒,玉米筍
473790,香菜1株,香菜
454274,大陸妹適3朵,大陸妹
454274,蒜末3瓣,蒜末
454274,橄欖油1大匙,橄欖油
454274,鹽巴適量,鹽巴
454274,糖1茶匙,糖
454274,水2大匙,水
451330,肉骨茶湯底1份,肉骨茶湯底
451330,大陸妹1顆,大陸妹
451330,麵疙瘩600克,麵疙瘩
454384,白菜1 小顆,白菜
454384,大陸妹1 小顆,大陸妹
454384,蔥花1 根,蔥花
454384,蛋2 顆,蛋
454384,昆布風味1 小匙,昆布風味
454384,鹽1/4 小匙,鹽
424188,大陸妹6顆,大陸妹
424188,蒜頭3瓣,蒜頭
424188,鹽巴1小匙,鹽巴
424188,鰹魚粉1小匙,鰹魚粉
456907,大陸妹1顆,大陸妹
456907,雞蛋2顆,雞蛋
456907,青蒜/青蔥2根,青蒜/青蔥
456907,鹽適量,鹽
456907,雞粉適量,雞粉
456907,白胡椒粉少許,白胡椒粉
456907,香油少許,香油
456907,雞高湯2碗,雞高湯
456907,清水2碗,清水
475494,薑汁燒肉醬1.5大匙,薑汁燒肉醬
475494,漢堡麵包2個,漢堡麵包
475494,豬肉80克,豬肉
475494,大陸妹6片,大陸妹
475494,洋蔥1/4顆,洋蔥
475494,美乃滋1大匙,美乃滋
475494,太白粉1大匙,太白粉
475494,沙拉油1/2大匙,沙拉油
434291,大陸妹1顆,大陸妹
434291,鵝油香蒜1小匙,鵝油香蒜
434291,沸水450~500CC,沸水
434291,保鮮盒1個,保鮮盒
426480,雪花豬300克,雪花豬
426480,素雞3條,素雞
426480,大豆干2片,大豆干
426480,蒟蒻2塊,蒟蒻
426480,大陸妹5株,大陸妹
416414,大陸妹1顆,大陸妹
416414,金針菇1把,金針菇
416414,鴻禧菇1/2顆,鴻禧菇
416414,蒜瓣2瓣,蒜瓣
416414,薑1小節,薑
416414,柴魚粉1小匙,柴魚粉
416414,黑豆油膏2匙,黑豆油膏
416414,水50ml,水
423604,豬排肉1盒,豬排肉
423604,大陸妹1包,大陸妹
467595,無骨雞腿排1片,無骨雞腿排
467595,大陸妹100克,大陸妹
467595,油蔥醬1大匙,油蔥醬
467595,蛋1顆,蛋
467595,麻油1小匙,麻油
467595,蠔油1小匙,蠔油
467595,太白粉1小匙,太白粉
467595,米酒2小匙,米酒
459458,雞腿排2片,雞腿排
459458,洋蔥絲2大匙,洋蔥絲
459458,雞粉2大匙,雞粉
459458,南瓜0.25顆,南瓜
459458,鹽1小匙,鹽
459458,大陸妹1顆,大陸妹
459458,板豆腐0.5塊,板豆腐
459458,米血200克,米血
459458,牛奶200克,牛奶
459458,鴻禧菇1包,鴻禧菇
459458,意麵2球,意麵
459037,雞胸肉1包,雞胸肉
459037,油豆腐8塊,油豆腐
459037,白醋1大匙,白醋
459037,冬粉1把,冬粉
459037,米酒1大匙,米酒
459037,大陸妹1顆,大陸妹
459037,糖1大匙,糖
459037,紅蘿蔔片5片,紅蘿蔔片
459037,醬油2大匙,醬油
459037,味醂2大匙,味醂
459037,雞粉1小匙,雞粉
459037,水200毫升,水
459037,香油1茶匙,香油
453205,大陸妹1包,大陸妹
453205,皮蛋2顆,皮蛋
453205,蒜頭橄欖油2匙,蒜頭橄欖油
453205,醬油膏2匙,醬油膏
473828,牛小排1~2片,牛小排
473828,秘傳燒肉醬大匙試味道,秘傳燒肉醬
473828,蒜頭3瓣,蒜頭
473828,巴西里 胡椒粉少許,巴西里 胡椒粉
473828,彩椒個人喜好,彩椒
473828,黑美人菇個人喜好,黑美人菇
473828,米酒或紹興小匙,米酒或紹興
473828,奶油小塊,奶油
473828,櫛瓜看個人,櫛瓜
473828,Barilla 義大利麵1把,Barilla 義大利麵
473828,大鮮香菇3朵,大鮮香菇
473828,蔬菜大陸妹看個人,蔬菜大陸妹
460354,大陸妹1大棵,大陸妹
460354,小黃瓜1根,小黃瓜
460354,北鼻番茄12顆,北鼻番茄
460354,蘋果1顆,蘋果
460354,梨子半棵,梨子
460354,馬鈴薯1棵,馬鈴薯
460354,蝦子10只,蝦子
460354,腰果10顆,腰果
460354,美乃滋醬1大匙,美乃滋醬
467462,豬肉片肉片150公克,豬肉片肉片
467462,薑末15公克,薑末
467462,辣豆瓣醬1大匙,辣豆瓣醬
467462,蒜末15公克,蒜末
467462,醬油1大匙,醬油
467462,香油1大匙,香油
467462,香菜末適量,香菜末
467462,白醋1大匙,白醋
467462,辣油1大匙,辣油
467462,乾辣椒適量,乾辣椒
467462,細砂糖1大匙,細砂糖
467462,花椒少許,花椒
467462,冷開水400cc,冷開水
467462,大陸妹50公克,大陸妹
467462,太白粉適量,太白粉
467462,太白粉水1大匙,太白粉水
411524,大陸妹1把,大陸妹
411524,昆布醬油50ml,昆布醬油
411524,黑木耳菇菇醬1/3罐,黑木耳菇菇醬
463683,梅花豬火鍋肉片半盒,梅花豬火鍋肉片
463683,金針菇半個,金針菇
463683,韓式辣醬1大匙,韓式辣醬
463683,嫩豆腐1盒,嫩豆腐
463683,鰹魚/柴魚醬油小匙試味道,鰹魚/柴魚醬油
463683,蔥花2根,蔥花
463683,胡椒粉個人喜好,胡椒粉
463683,雞蛋2顆,雞蛋
463683,大陸妹個人喜好,大陸妹
463683,手工丸子個人喜好,手工丸子
463683,韓式拉麵看個人/減肥可省略,韓式拉麵
465802,大甲芋頭塊300克,大甲芋頭塊
465802,炊粉180g,炊粉
465802,鮮魚頭300克,鮮魚頭
465802,台灣乾香菇8朵,台灣乾香菇
465802,老薑片3片,老薑片
465802,台灣油蔥酥2.5大匙,台灣油蔥酥
465802,青蔥1根,青蔥
465802,青菜5朵,青菜
465802,酪梨油1小匙,酪梨油
465802,白胡椒粉1/3小匙,白胡椒粉
465802,鹽1/2小匙,鹽
479070,玉米1根,玉米
479070,大黃瓜1/4條,大黃瓜
479070,鹽味雞胸肉180克,鹽味雞胸肉
479070,蒜頭2瓣,蒜頭
479070,鹽味雞胸肉180克,鹽
475843,大黃瓜1條,大黃瓜
475843,絞肉200克,絞肉
475843,太白粉1大匙,太白粉
475843,鹽1小匙,鹽
475843,米酒1小匙,米酒
475843,香油1茶匙,香油
475843,水少許,水
475843,白胡椒少許,白胡椒
475843,醬油2小匙,醬油
477943,大黃瓜1條,大黃瓜
477943,豬絞肉200克,豬絞肉
477943,蝦仁漿1條,蝦仁漿
477943,胡蘿蔔1小段,胡蘿蔔
477943,蔥1小段,蔥
477943,鹽1小匙,鹽
477943,胡椒粉適量,胡椒粉
477943,高湯或水100毫升,高湯或水
476586,大黃瓜一條,大黃瓜
476586,貢丸8顆,貢丸
476586,香菜2株,香菜
476586,米酒1大匙,米酒
476586,白胡椒粒1大匙,白胡椒粒
476586,香油1大匙,香油
476586,雞粉1茶匙,雞粉
476586,鹽1/2茶匙,鹽
476586,白胡椒粉1/4茶匙,白胡椒粉
476586,清水1公升,清水
462759,大黃瓜1條,大黃瓜
462759,麵腸2條,麵腸
462759,雞粉1大匙,雞粉
462759,鹽1小匙,鹽
462759,糖1小匙,糖
460567,大黃瓜1條,大黃瓜
460567,排骨300克,排骨
460567,雞粉1小匙,雞粉
460567,鹽2茶匙,鹽
460567,香油少許,香油
468448,胡瓜1/4/顆,胡瓜
468448,紅蘿蔔絲適量,紅蘿蔔絲
468448,蛋+蔥+一點鹽2顆,鹽
468448,柴魚粉,柴魚粉
468448,糖適量,糖
468448,蛋+蔥+一點鹽2顆,蛋+蔥+一點鹽
459297,大黃瓜1條,大黃瓜
459297,魚板2片,魚板
459297,雞粉1大匙,雞粉
459297,紅蘿蔔片5小塊,紅蘿蔔片
459297,鹽1茶匙,鹽
459297,蒜末1大匙,蒜末
459297,糖1茶匙,糖
466778,大黃瓜1條,大黃瓜
466778,貢丸8顆,貢丸
466778,木耳1碗,木耳
466778,紅蘿蔔6片,紅蘿蔔
466778,蒜頭3顆,蒜頭
466778,鹽巴1小匙,鹽巴
466778,鮮味炒手1匙,鮮味炒手
466778,蠔油1大匙,蠔油
466778,白胡椒少許,白胡椒
461186,灣仔碼頭灌湯小籠包 豬肉口味6顆,灣仔碼頭灌湯小籠包 豬肉口味
461186,大黃瓜半顆,大黃瓜
461186,鰹魚粉適量,鰹魚粉
461186,白芝麻少許,白芝麻
461186,太白粉少許,太白粉
467842,胡瓜半條,胡瓜
467842,甜不辣4~5片,甜不辣
467842,鹽1小匙,鹽
467842,胡蘿蔔片5片,胡蘿蔔片
467842,白胡椒粉1小匙,白胡椒粉
467842,蒜末1匙,蒜末
460725,大黃瓜半條,大黃瓜
460725,玉米1根,玉米
460725,胡蘿蔔片6片,胡蘿蔔片
460725,魚丸7顆,魚丸
460725,香菜或芹菜末適量,香菜或芹菜末
460725,鹽巴與胡椒粉適量,鹽巴與胡椒粉
460725,水600ml,水
466440,大黃瓜260g,大黃瓜
466440,蒜頭3瓣,蒜頭
466440,辣椒1支,辣椒
466440,香菜1株,香菜
466440,話梅2顆,話梅
466440,食鹽¼茶匙,食鹽
466440,味精¼茶匙,味精
466440,砂糖1茶匙,砂糖
466440,白醋2大匙,白醋
466441,大黃瓜260g,大黃瓜
466441,蒜頭3瓣,蒜頭
466441,辣椒1支,辣椒
466441,烏醋2大匙,烏醋
466441,醬油2茶匙,醬油
466441,香油1茶匙,香油
466441,韓式粗辣椒粉1茶匙,韓式粗辣椒粉
466441,砂糖½茶匙,砂糖
466441,味精¼茶匙,味精
452329,大黃瓜0.5條,大黃瓜
452329,胡蘿蔔1節,胡蘿蔔
452329,蒜頭3瓣,蒜頭
452329,黑木耳數朵,黑木耳
452329,鹽少許,鹽
452329,香油1茶匙,香油
452329,醬油1茶匙,醬油
452329,糖2茶匙,糖
452329,水1大匙,水
454322,大黃瓜400克,大黃瓜
454322,雞胸肉240克,雞胸肉
454322,米酒1大匙,米酒
454322,板豆腐半塊,板豆腐
454322,醬油1大匙,醬油
454322,馬鈴薯100克,馬鈴薯
454322,胡椒粉1/8茶匙,胡椒粉
454322,胡蘿蔔50克,胡蘿蔔
454322,干貝風味1/4茶匙,干貝風味
454322,雞蛋1個,雞蛋
454322,鹽1/8茶匙,鹽
445158,胡瓜1顆,胡瓜
445158,南瓜300克,南瓜
445158,山藥200克,山藥
445158,沙梨橄欖3顆,沙梨橄欖
445158,梅花肉片300克,梅花肉片
445158,花技蝦丸隨意,花技蝦丸
445158,青菜🥬隨意,青菜🥬
444177,大黃瓜1條,大黃瓜
444177,腐竹100克,腐竹
444177,蒜片20克,蒜片
444177,辣椒10克,辣椒
444177,蔥花20克,蔥花
444177,鹽巴1小匙,鹽巴
444177,胡椒粉1小匙,胡椒粉
444177,米酒大匙,米酒
444177,水1碗,水
444637,甜不辣1盒,甜不辣
444637,胡瓜半顆,胡瓜
444637,蒜末2顆,蒜末
444637,辣椒少許,辣椒
444637,鹽巴1小匙半~2小匙,鹽巴
444637,素蘑菇精或鮮味炒手半小匙,素蘑菇精或鮮味炒手
441311,大黃瓜一條,大黃瓜
441311,紅蘿蔔1/3根,紅蘿蔔
441311,豬腳肉150克,豬腳肉
441311,醬油2小匙,醬油
441311,米酒1小匙,米酒
441311,蠔油1小匙,蠔油
441311,白胡椒少許,白胡椒
441311,花椒粉可加可不加,花椒粉
441311,清水(勾芡2大匙,太白粉
441311,清水(電鍋外鍋200cc,清水
441311,蒜末少許,蒜末
441311,細砂糖2小匙,細砂糖
456261,大黃瓜1條,大黃瓜
456261,鹽50公克,鹽
456261,白醋250公克,白醋
456261,橄欖油依容器大小,橄欖油
456261,黑胡椒7.5公克,黑胡椒
456261,花椒7.5公克,花椒
439990,大黃瓜0.5條,大黃瓜
439990,紅蘿蔔1小塊,紅蘿蔔
439990,玉米筍2支,玉米筍
439990,木耳1片,木耳
439990,雞胸肉1片,雞胸肉
439990,美人菇1小把,美人菇
448456,大黃瓜1條,大黃瓜
448456,花枝漿適量,花枝漿
448456,烏醋少許,烏醋
448456,中小型白蝦7隻,中小型白蝦
448456,醬油少許,醬油
448456,有機枸杞7粒,有機枸杞
436268,大黃瓜1條,大黃瓜
436268,蝦皮3克,蝦皮
436268,高湯200CC,高湯
436268,薑10克,薑
436268,鹽適量,鹽
436268,蔥1根,蔥
436268,細糖適量,細糖
436268,香油適量,香油
438456,大黃瓜1條,大黃瓜
438456,豬肉末約30元,豬肉末
438456,醬油1大匙,醬油
438456,蝦米1小把,蝦米
438456,太白粉1小匙,太白粉
425852,蝦仁適量,蝦仁
425852,蛋適量,蛋
425852,大黃瓜適量,大黃瓜
425852,鹽巴適量,鹽巴
425852,香菇素蠔油適量,香菇素蠔油
425852,蒜頭適量,蒜頭
439052,大黃瓜1條,大黃瓜
439052,黑輪3條,黑輪
439052,鹽巴1/2茶匙,鹽巴
439052,蒜頭2粒,蒜頭
439052,白胡椒粉適量,白胡椒粉
439052,紅蘿蔔半條,紅蘿蔔
439052,鰹魚粉 1/4茶匙,鰹魚粉
439052,木耳1小把,木耳
439052,太白粉水適量,太白粉水
439052,清水約200cc,清水
439052,柴魚片適量,柴魚片
416943,大黃瓜1/2根,大黃瓜
416943,紅蘿蔔1/3根,紅蘿蔔
416943,雞蛋2顆,雞蛋
416943,蒜瓣1瓣,蒜瓣
416943,柴魚粉1小匙,柴魚粉
416943,黑豆油膏1大匙,黑豆油膏
423918,胡瓜一根,胡瓜
423918,香菇五朵,香菇
423918,鹽適量,鹽
423918,白胡椒粉適量,白胡椒粉
423918,香油適量,香油
423918,水適量,水
416781,雞蛋2顆,雞蛋
416781,大黃瓜1/2條,大黃瓜
416781,醬鹽1小撮,醬鹽
416781,胡椒粉隨意,胡椒粉
420354,大黃瓜1條,大黃瓜
420354,水100ml,水
420354,里仁 麻油當歸醬1大匙,里仁 麻油當歸醬
420354,鹽2小匙,鹽
420354,黑胡椒粉1小匙,黑胡椒粉
414976,市售去骨土雞腿塊1盒,去骨土雞腿塊
414976,大黃瓜1條,大黃瓜
414976,無油雞高湯半罐,無油雞高湯
414976,鹽巴少許,鹽巴
414976,米酒少許,米酒
465655,大黃瓜1條,大黃瓜
465655,蛤蠣5顆,蛤蠣
465655,丸子7顆,丸子
465655,鹽1小匙,鹽
474339,芥菜娃娃菜1顆,芥菜娃娃菜
474339,薑絲2片,薑絲
474339,鹽1小匙,鹽
474339,糖1小匙,糖
475255,培根適量,培根
475255,娃娃菜2顆,娃娃菜
475255,菇類1份,菇類
475255,鮮味炒手1小匙,鮮味炒手
475255,薑片3片,薑片
478468,娃娃菜半包,娃娃菜
478468,市售蝦仁漿1條,蝦仁漿
478468,蒜末1大匙,蒜末
478468,蔥絲少許,蔥絲
478468,醬油1大匙,醬油
478468,白芝麻少許,白芝麻
478468,醬油膏0.5大匙,醬油膏
478468,香油0.5大匙,香油
478468,水1大匙,水
478468,糖1小匙,糖
478468,胡椒粉適量,胡椒粉
472740,娃娃菜300公克,娃娃菜
472740,薑片50公克,薑片
472740,醬油膏2大匙,醬油膏
472740,美白菇50公克,美白菇
472740,枸杞5公克,枸杞
472740,黑麻油3大匙,黑麻油
472740,米酒50CC,米酒
472740,水250㏄,水
471987,娃娃菜2把,娃娃菜
471987,鹽少量,鹽
471987,味精少量,味精
471987,米酒少量,米酒
471987,砂糖少量,砂糖
471987,糯米醋少量,糯米醋
471987,水適量,水
466518,娃娃菜1包,娃娃菜
466518,滷豬皮1大匙,滷豬皮
466518,雞粉1小匙,雞粉
466518,糖0.5茶匙,糖
474157,香菇4朵,香菇
474157,娃娃菜1包,娃娃菜
474157,蒜頭4顆,蒜頭
474157,蝦皮1把,蝦皮
474157,鹽巴適量,鹽巴
466044,燒肉末200克,燒肉末
466044,娃娃菜1包,娃娃菜
466044,雞粉1小匙,雞粉
466044,金針菇1包,金針菇
466044,蒜末1小匙,蒜末
477736,娃娃菜一包,娃娃菜
477736,鴻喜菇一包,鴻喜菇
477736,五花豬肉片一盒,五花豬肉片
477736,醬油適量,醬油
477736,味霖適量,味霖
477736,水適量,水
474483,娃娃菜心1顆,娃娃菜心
474483,紅蘿蔔15克,紅蘿蔔
474483,薑5克,薑
474483,鹽1.5小匙,鹽
474483,水4湯匙,水
472310,娃娃菜1包,娃娃菜
472310,豆腐乳2塊,豆腐乳
472310,豆腐乳汁2小匙,豆腐乳汁
472310,香油1小匙,香油
472310,白芝麻1小匙,白芝麻
471878,娃娃菜1包,娃娃菜
471878,新鮮香菇3朵,新鮮香菇
471878,柴魚粉1小匙,柴魚粉
471878,蒜末3顆,蒜末
471878,鹽巴適量,鹽巴
471878,辣椒末,辣椒末
474154,娃娃菜550公克,娃娃菜
474154,薑一小塊,薑
474154,枸杞1大匙,枸杞
474154,麻油1小匙,麻油
474154,米酒1小匙,米酒
474154,鹽1/2小匙,鹽
475747,娃娃菜1株,娃娃菜
475747,豬肉片20片,豬肉片
475747,鹽1克,鹽
475747,鴻禧菇1包,鴻禧菇
475747,白胡椒1克,白胡椒
475747,蒜頭3瓣,蒜頭
475747,紅蘿蔔0.5條,紅蘿蔔
475747,小魚乾1把,小魚乾
475747,青蔥1支,青蔥
475747,白芝麻適量,白芝麻
459464,娃娃菜1包,娃娃菜
459464,鴻禧菇1包,鴻禧菇
459464,雞粉2小匙,雞粉
459464,紅蘿蔔片5小塊,紅蘿蔔片
459464,乳酪2塊,乳酪
459464,牛奶200克,牛奶
459464,蒜末1大匙,蒜末
469179,去骨雞腿肉250克,去骨雞腿肉
469179,娃娃菜4棵,娃娃菜
469179,牛奶250c.c.,牛奶
469179,鴻喜菇1/2包,鴻喜菇
469179,片栗粉2大匙,片栗粉
469179,水100c.c.,水
469179,雪白菇1/2包,雪白菇
469179,米酒2大匙,米酒
469179,薑2公分,薑
469179,味醂2大匙,味醂
469179,油適量,油
469179,高湯粉4小匙,高湯粉
469179,鹽適量,鹽
469179,粗粒黑胡椒1/4小匙,粗粒黑胡椒
473750,娃娃菜4個,娃娃菜
473750,全聯腐皮1盒,腐皮
473750,蝦米10克,蝦米
473750,蒜頭1瓣,蒜頭
473750,醬油1小匙,醬油
473750,味醂1小匙,味醂
473750,胡椒適量,胡椒
470519,娃娃菜6顆,娃娃菜
470519,扁魚干3隻,扁魚干
470519,鹽巴適量,鹽巴
470519,紅蘿蔔切絲適量,紅蘿蔔切絲
470519,蒜頭3顆,蒜頭
474439,芥菜娃娃菜1份,芥菜娃娃菜
474439,全聯里肌肉半盒,里肌肉
474439,醬油1匙,醬油
474439,蒜末4瓣,蒜末
474439,黑糖2匙,黑糖
474439,白芝麻1小匙,白芝麻
474439,太白粉2小匙,太白粉
474439,蠔油1小匙,蠔油
474439,水4大匙,水
469203,娃娃菜1包,娃娃菜
469203,蒜末5瓣,蒜末
469203,蝦米10顆,蝦米
469203,鹽巴2小匙,鹽巴
466710,高山娃娃菜1包,高山娃娃菜
466710,板豆腐1盒,板豆腐
466710,蒜末4瓣,蒜末
466710,辣椒切圈隨喜,辣椒切圈
466710,醬油1匙,醬油
466710,糖1小匙,糖
466710,水適量,水
465022,娃娃菜1包,娃娃菜
465022,豬絞肉100克,豬絞肉
465022,辣豆瓣醬1小匙,辣豆瓣醬
465022,蒜仁3~4瓣,蒜仁
465022,細砂糖少許,細砂糖
465022,紅辣椒1根,紅辣椒
465022,辣油1小匙,辣油
465022,乾辣椒1大匙,乾辣椒
465022,鹽少許,鹽
465022,白胡椒少許,白胡椒
465022,醬油少許,醬油
465022,水適量,水
472538,娃娃菜/大白菜1kg,娃娃菜/大白菜
472538,青辣椒60g,青辣椒
472538,白醋200g,白醋
472538,紅辣椒60g,紅辣椒
472538,砂糖100g,砂糖
472538,老薑60g,老薑
472538,米酒30g,米酒
472538,蒜頭60g,蒜頭
472538,食鹽30g,食鹽
472538,青花椒10g,青花椒
472538,味精15g,味精
472538,紅花椒5g,紅花椒
472538,冷開水1.5ℓ,冷開水
472578,娃娃菜/大白菜800g,娃娃菜/大白菜
472578,紅辣椒40g,紅辣椒
472578,植物油5大匙,植物油
472578,青辣椒40g,青辣椒
472578,細紅辣椒粉2大匙,細紅辣椒粉
472578,醬油2大匙,醬油
472578,老薑40g,老薑
472578,熟白芝麻1大匙,熟白芝麻
472578,白醋2大匙,白醋
472578,蒜頭40g,蒜頭
472578,香油1大匙,香油
472578,砂糖2大匙,砂糖
472578,八角1顆,八角
472578,食鹽1/2茶匙,食鹽
472578,花椒粒2茶匙,花椒粒
472578,味精1/2茶匙,味精
464266,娃娃菜1包,娃娃菜
464266,香菇4朵,香菇
464266,蝦米1小匙,蝦米
464266,鹽巴1小匙,鹽巴
464266,蒜末3瓣,蒜末
464266,雞蛋1顆,雞蛋
465914,娃娃菜2棵,娃娃菜
465914,豬絞肉100克,豬絞肉
465914,紅蘿蔔10克,紅蘿蔔
465914,屏科大薄鹽醬油膏2小匙,屏科大薄鹽醬油膏
465914,玉米粉2小匙,玉米粉
465914,水100毫升,水
462927,娃娃菜一包,娃娃菜
462927,金針菇1把,金針菇
462927,B.B.椒香辣油適量,B.B.椒香辣油
462927,蒜頭5瓣,蒜頭
462927,烏醋適量,烏醋
462927,辣椒2條,辣椒
462927,白開水1量杯,白開水
465993,娃娃菜4顆/280g,娃娃菜
465993,韭菜/青蔥40g,韭菜/青蔥
465993,烏醋2大匙,烏醋
465993,薑1塊,薑
465993,醬油1大匙,醬油
465993,蒜頭4瓣,蒜頭
465993,細辣椒粉1大匙,細辣椒粉
465993,紅辣椒1支,紅辣椒
465993,花椒粒1茶匙,花椒粒
465993,砂糖1茶匙,砂糖
465993,味精¼茶匙,味精
465993,植物油2大匙,植物油
458527,乾干貝8顆,乾干貝
458527,娃娃菜4顆,娃娃菜
458527,日本太白粉1茶匙,日本太白粉
458527,蒜頭2瓣,蒜頭
458527,水300cc,水
458527,辣椒1/2條,辣椒
458527,蠔油2茶匙,蠔油
462050,娃娃菜2個,娃娃菜
462050,乾香菇6朵,乾香菇
462050,鹽1/3小匙,鹽
462050,鮮香菇6朵,鮮香菇
462050,白胡椒1/3小匙,白胡椒
462050,板豆腐1盒,板豆腐
462050,紅蘿蔔1條,紅蘿蔔
462050,蝦仁8尾,蝦仁
462050,雞蛋2顆,雞蛋
462050,青蔥1根,青蔥
462050,蒜頭3瓣,蒜頭
462050,蝦米1小把,蝦米
450424,翠玉娃娃菜1包,翠玉娃娃菜
450424,紅蘿蔔片適量,紅蘿蔔片
450424,鹽1小匙,鹽
450424,鴻禧菇半包,鴻禧菇
450424,烹大師鰹魚粉半小匙,烹大師鰹魚粉
450424,開水半米杯,開水
450424,蠔油1湯匙,蠔油
450424,蔥白適量,蔥白
450424,蒜頭3瓣,蒜頭
452326,雞腿肉600克,雞腿肉
452326,抱子芥菜4~5小棵,抱子芥菜
452326,蛤蜊十來顆,蛤蜊
452326,開水500ml,開水
452326,鹽巴適量,鹽巴
453937,高山娃娃菜4顆,高山娃娃菜
453937,乾干貝6顆,乾干貝
453937,鹽少許,鹽
453937,雞湯300ml,雞湯
453937,白胡椒粉少許,白胡椒粉
453937,太白粉1/2茶匙,太白粉
453937,香油1/2茶匙,香油
453937,水2小匙,水
449363,娃娃菜4株,娃娃菜
449363,冬粉1把,冬粉
449363,花枝蝦漿1條,花枝蝦漿
449363,蒜頭3~4粒,蒜頭
449363,蔥花適量,蔥花
449363,鹽與胡椒粉適量,鹽與胡椒粉
449363,開水約600ml,開水
441844,雞腿5隻,雞腿
441844,娃娃菜1包,娃娃菜
441844,鲜香菇5朵,鲜香菇
441844,紅蘿蔔1小條,紅蘿蔔
441844,薑1小塊,薑
441844,蒜頭6小瓣,蒜頭
441844,水1000毫升,水
441844,醬冬瓜0.5克,醬冬瓜
441844,盬1小匙,盬
451244,娃娃菜4顆,娃娃菜
451244,綠花椰菜0.25顆,綠花椰菜
451244,豆腸4條,豆腸
451244,紅蘿蔔0.5條,紅蘿蔔
451244,醬油0.5匙,醬油
451244,玉米筍3條,玉米筍
451244,醬油0.5匙,油
451244,杏鮑菇1條,杏鮑菇
451244,鹽1.5匙,鹽
451244,傘菇4朵,傘菇
451244,水1/3鍋,水
454303,干貝粉1大匙,干貝粉
454303,娃娃菜4個,娃娃菜
454303,蒜泥2小匙,蒜泥
454303,火鍋豆腐1盒,火鍋豆腐
454303,照燒醬汁1大匙,照燒醬汁
454303,紅蘿蔔片15個,紅蘿蔔片
454303,冷凍毛豆仁3大匙,冷凍毛豆仁
